Features,comp,Topic,k,Ideology,protos.random,n,comp1,comp2,Hop,protos,svm,diff,protos.diff,by
BoW,Mar-Jun,GunControl,8,LC,0.6078,10,Mar,Jun,3,0.6876,0.7408,0.0532,0.0798,Month
BoW,Mar-Jun,GunControl,8,R,0.611,10,Mar,Jun,3,0.6792,0.7414,0.0621,0.0682,Month
BoW,Mar-Jun,GunControl,8,RC,0.6007,10,Mar,Jun,3,0.6369,0.6962,0.0593,0.0362,Month
BoW,Mar-Jun,GunControl,16,C,0.6626,10,Mar,Jun,3,0.7057,0.723,0.0173,0.0431,Month
BoW,Mar-Jun,GunControl,16,ER,0.6349,10,Mar,Jun,3,0.6771,0.6818,0.0047,0.0422,Month
BoW,Mar-Jun,GunControl,16,L,0.66,10,Mar,Jun,3,0.7153,0.7252,0.0099,0.0553,Month
BoW,Mar-Jun,GunControl,16,LC,0.6375,10,Mar,Jun,3,0.7121,0.7408,0.0288,0.0746,Month
BoW,Mar-Jun,GunControl,16,R,0.6375,10,Mar,Jun,3,0.6842,0.7414,0.0572,0.0467,Month
BoW,Mar-Jun,GunControl,16,RC,0.5993,10,Mar,Jun,3,0.6742,0.6962,0.022,0.0749,Month
BoW,Mar-Jun,GunControl,32,C,0.6894,10,Mar,Jun,3,0.7148,0.723,0.0081,0.0255,Month
BoW,Mar-Jun,GunControl,32,ER,0.7071,10,Mar,Jun,3,0.6804,0.6818,0.0014,-0.0268,Month
BoW,Mar-Jun,GunControl,32,L,0.688,10,Mar,Jun,3,0.7147,0.7252,0.0105,0.0267,Month
BoW,Mar-Jun,GunControl,32,LC,0.6672,10,Mar,Jun,3,0.7239,0.7408,0.0169,0.0567,Month
BoW,Mar-Jun,GunControl,32,R,0.6797,10,Mar,Jun,3,0.7109,0.7414,0.0305,0.0311,Month
BoW,Mar-Jun,GunControl,32,RC,0.62,10,Mar,Jun,3,0.6853,0.6962,0.0109,0.0653,Month
BoW,Mar-Jun,IllegalImmi,4,C,0.5184,10,Mar,Jun,3,0.6096,0.7042,0.0946,0.0912,Month
BoW,Mar-Jun,IllegalImmi,4,ER,0.5229,10,Mar,Jun,3,0.558,0.6852,0.1272,0.035,Month
BoW,Mar-Jun,IllegalImmi,4,L,0.5294,10,Mar,Jun,3,0.5657,0.6298,0.0642,0.0363,Month
BoW,Mar-Jun,IllegalImmi,4,LC,0.5263,10,Mar,Jun,3,0.5892,0.6879,0.0987,0.0629,Month
BoW,Mar-Jun,IllegalImmi,4,R,0.5227,10,Mar,Jun,3,0.5915,0.715,0.1235,0.0688,Month
BoW,Mar-Jun,IllegalImmi,4,RC,0.4886,10,Mar,Jun,3,0.5605,0.66,0.0995,0.0719,Month
BoW,Mar-Jun,IllegalImmi,8,C,0.5436,10,Mar,Jun,3,0.6252,0.7042,0.079,0.0816,Month
BoW,Mar-Jun,IllegalImmi,8,ER,0.5499,10,Mar,Jun,3,0.6006,0.6852,0.0846,0.0506,Month
BoW,Mar-Jun,IllegalImmi,8,L,0.5513,10,Mar,Jun,3,0.5906,0.6298,0.0392,0.0394,Month
BoW,Mar-Jun,IllegalImmi,8,LC,0.5443,10,Mar,Jun,3,0.6009,0.6879,0.087,0.0566,Month
BoW,Mar-Jun,IllegalImmi,8,R,0.5399,10,Mar,Jun,3,0.6065,0.715,0.1085,0.0666,Month
BoW,Mar-Jun,IllegalImmi,8,RC,0.5444,10,Mar,Jun,3,0.5933,0.66,0.0667,0.0489,Month
BoW,Mar-Jun,IllegalImmi,16,C,0.564,10,Mar,Jun,3,0.64,0.7042,0.0642,0.076,Month
BoW,Mar-Jun,IllegalImmi,16,ER,0.5559,10,Mar,Jun,3,0.6118,0.6852,0.0734,0.0559,Month
BoW,Mar-Jun,IllegalImmi,16,L,0.5644,10,Mar,Jun,3,0.5988,0.6298,0.0311,0.0343,Month
BoW,Mar-Jun,IllegalImmi,16,LC,0.5608,10,Mar,Jun,3,0.6275,0.6879,0.0604,0.0667,Month
BoW,Mar-Jun,IllegalImmi,16,R,0.5731,10,Mar,Jun,3,0.6384,0.715,0.0766,0.0653,Month
BoW,Mar-Jun,IllegalImmi,16,RC,0.5536,10,Mar,Jun,3,0.6089,0.66,0.0511,0.0553,Month
BoW,Mar-Jun,IllegalImmi,32,C,0.609,10,Mar,Jun,3,0.658,0.7042,0.0462,0.0489,Month
BoW,Mar-Jun,IllegalImmi,32,ER,0.5872,10,Mar,Jun,3,0.6332,0.6852,0.052,0.0459,Month
BoW,Mar-Jun,IllegalImmi,32,L,0.5958,10,Mar,Jun,3,0.6076,0.6298,0.0223,0.0118,Month
BoW,Mar-Jun,IllegalImmi,32,LC,0.5768,10,Mar,Jun,3,0.6559,0.6879,0.032,0.0791,Month
BoW,Mar-Jun,IllegalImmi,32,R,0.6004,10,Mar,Jun,3,0.6585,0.715,0.0565,0.058,Month
BoW,Mar-Jun,IllegalImmi,32,RC,0.5981,10,Mar,Jun,3,0.6197,0.66,0.0403,0.0217,Month
BoW,Mar-Jun,LGBT,4,C,0.5564,10,Mar,Jun,3,0.6248,0.7389,0.114,0.0685,Month
BoW,Mar-Jun,LGBT,4,ER,0.5478,10,Mar,Jun,3,0.5784,0.6593,0.0808,0.0306,Month
BoW,Mar-Jun,LGBT,4,L,0.5522,10,Mar,Jun,3,0.6273,0.7194,0.0921,0.0751,Month
BoW,Mar-Jun,LGBT,4,LC,0.5347,10,Mar,Jun,3,0.6108,0.7113,0.1004,0.0761,Month
BoW,Mar-Jun,LGBT,4,R,0.5528,10,Mar,Jun,3,0.622,0.6882,0.0662,0.0692,Month
BoW,Mar-Jun,LGBT,4,RC,0.5525,10,Mar,Jun,3,0.6402,0.7077,0.0675,0.0877,Month
BoW,Mar-Jun,LGBT,8,C,0.5725,10,Mar,Jun,3,0.638,0.7389,0.1009,0.0655,Month
BoW,Mar-Jun,LGBT,8,ER,0.5486,10,Mar,Jun,3,0.588,0.6593,0.0712,0.0394,Month
BoW,Mar-Jun,LGBT,8,L,0.5699,10,Mar,Jun,3,0.6522,0.7194,0.0672,0.0823,Month
BoW,Mar-Jun,LGBT,8,LC,0.5741,10,Mar,Jun,3,0.6332,0.7113,0.0781,0.059,Month
BoW,Mar-Jun,LGBT,8,R,0.5447,10,Mar,Jun,3,0.6369,0.6882,0.0513,0.0922,Month
BoW,Mar-Jun,LGBT,8,RC,0.5863,10,Mar,Jun,3,0.6291,0.7077,0.0786,0.0428,Month
BoW,Mar-Jun,LGBT,16,C,0.5964,10,Mar,Jun,3,0.6636,0.7389,0.0753,0.0671,Month
BoW,Mar-Jun,LGBT,16,ER,0.5803,10,Mar,Jun,3,0.6126,0.6593,0.0466,0.0324,Month
BoW,Mar-Jun,LGBT,16,L,0.584,10,Mar,Jun,3,0.6604,0.7194,0.0589,0.0765,Month
BoW,Mar-Jun,LGBT,16,LC,0.5878,10,Mar,Jun,3,0.6528,0.7113,0.0584,0.065,Month
BoW,Mar-Jun,LGBT,16,R,0.6,10,Mar,Jun,3,0.6411,0.6882,0.0471,0.0411,Month
BoW,Mar-Jun,LGBT,16,RC,0.6021,10,Mar,Jun,3,0.66,0.7077,0.0477,0.0579,Month
BoW,Mar-Jun,LGBT,32,C,0.6232,10,Mar,Jun,3,0.684,0.7389,0.0549,0.0608,Month
BoW,Mar-Jun,LGBT,32,ER,0.6031,10,Mar,Jun,3,0.6172,0.6593,0.0421,0.014,Month
BoW,Mar-Jun,LGBT,32,L,0.6072,10,Mar,Jun,3,0.6754,0.7194,0.044,0.0682,Month
BoW,Mar-Jun,LGBT,32,LC,0.6017,10,Mar,Jun,3,0.658,0.7113,0.0533,0.0562,Month
BoW,Mar-Jun,LGBT,32,R,0.624,10,Mar,Jun,3,0.6807,0.6882,0.0075,0.0567,Month
BoW,Mar-Jun,LGBT,32,RC,0.6374,10,Mar,Jun,3,0.6711,0.7077,0.0366,0.0337,Month
BoW,Mar-May,AsylumSeekers,4,C,0.5006,10,Mar,May,2,0.5497,0.6538,0.1041,0.0491,Month
BoW,Mar-May,AsylumSeekers,4,ER,0.5194,10,Mar,May,2,0.5605,0.6047,0.0442,0.0411,Month
BoW,Mar-May,AsylumSeekers,4,L,0.5171,10,Mar,May,2,0.5645,0.6305,0.066,0.0474,Month
BoW,Mar-May,AsylumSeekers,4,LC,0.5147,10,Mar,May,2,0.5584,0.6632,0.1049,0.0437,Month
BoW,Mar-May,AsylumSeekers,4,R,0.5016,10,Mar,May,2,0.5434,0.6371,0.0937,0.0418,Month
BoW,Mar-May,AsylumSeekers,4,RC,0.5264,10,Mar,May,2,0.6052,0.6522,0.0471,0.0788,Month
BoW,Mar-May,AsylumSeekers,8,C,0.5048,10,Mar,May,2,0.5572,0.6538,0.0966,0.0524,Month
BoW,Mar-May,AsylumSeekers,8,ER,0.5297,10,Mar,May,2,0.5707,0.6047,0.034,0.041,Month
BoW,Mar-May,AsylumSeekers,8,L,0.5445,10,Mar,May,2,0.581,0.6305,0.0494,0.0365,Month
BoW,Mar-May,AsylumSeekers,8,LC,0.5294,10,Mar,May,2,0.5787,0.6632,0.0846,0.0492,Month
BoW,Mar-May,AsylumSeekers,8,R,0.5028,10,Mar,May,2,0.5435,0.6371,0.0936,0.0407,Month
BoW,Mar-May,AsylumSeekers,8,RC,0.5506,10,Mar,May,2,0.6112,0.6522,0.041,0.0606,Month
BoW,Mar-May,AsylumSeekers,16,C,0.5504,10,Mar,May,2,0.6088,0.6538,0.045,0.0584,Month
BoW,Mar-May,AsylumSeekers,16,ER,0.5378,10,Mar,May,2,0.5942,0.6047,0.0105,0.0564,Month
BoW,Mar-May,AsylumSeekers,16,L,0.5351,10,Mar,May,2,0.5907,0.6305,0.0398,0.0556,Month
BoW,Mar-May,AsylumSeekers,16,LC,0.5461,10,Mar,May,2,0.6006,0.6632,0.0626,0.0545,Month
BoW,Mar-May,AsylumSeekers,16,R,0.541,10,Mar,May,2,0.5556,0.6371,0.0814,0.0146,Month
BoW,Mar-May,AsylumSeekers,16,RC,0.5718,10,Mar,May,2,0.6417,0.6522,0.0106,0.0698,Month
BoW,Mar-May,AsylumSeekers,32,C,0.5648,10,Mar,May,2,0.6117,0.6538,0.0421,0.0469,Month
BoW,Mar-May,AsylumSeekers,32,ER,0.5605,10,Mar,May,2,0.6082,0.6047,-0.0035,0.0477,Month
BoW,Mar-May,AsylumSeekers,32,L,0.56,10,Mar,May,2,0.6042,0.6305,0.0263,0.0442,Month
BoW,Mar-May,AsylumSeekers,32,LC,0.5483,10,Mar,May,2,0.615,0.6632,0.0482,0.0668,Month
BoW,Mar-May,AsylumSeekers,32,R,0.5558,10,Mar,May,2,0.5889,0.6371,0.0482,0.0331,Month
BoW,Mar-May,AsylumSeekers,32,RC,0.5995,10,Mar,May,2,0.6244,0.6522,0.0278,0.0249,Month
BoW,Mar-May,ClimateChange,4,C,0.5144,10,Mar,May,2,0.5666,0.6391,0.0726,0.0522,Month
BoW,Mar-May,ClimateChange,4,ER,0.489,10,Mar,May,2,0.5256,0.5918,0.0661,0.0366,Month
BoW,Mar-May,ClimateChange,4,L,0.5158,10,Mar,May,2,0.5657,0.6742,0.1085,0.0499,Month
BoW,Mar-May,ClimateChange,4,LC,0.5141,10,Mar,May,2,0.5786,0.6658,0.0872,0.0645,Month
BoW,Mar-May,ClimateChange,4,R,0.525,10,Mar,May,2,0.5533,0.6505,0.0972,0.0283,Month
BoW,Mar-May,ClimateChange,4,RC,0.5057,10,Mar,May,2,0.5808,0.6394,0.0586,0.0751,Month
BoW,Mar-May,ClimateChange,8,C,0.5213,10,Mar,May,2,0.5704,0.6391,0.0687,0.0491,Month
BoW,Mar-May,ClimateChange,8,ER,0.5125,10,Mar,May,2,0.523,0.5918,0.0688,0.0105,Month
BoW,Mar-May,ClimateChange,8,L,0.527,10,Mar,May,2,0.5958,0.6742,0.0784,0.0688,Month
BoW,Mar-May,ClimateChange,8,LC,0.523,10,Mar,May,2,0.5803,0.6658,0.0855,0.0573,Month
BoW,Mar-May,ClimateChange,8,R,0.5352,10,Mar,May,2,0.5729,0.6505,0.0776,0.0377,Month
BoW,Mar-May,ClimateChange,8,RC,0.5248,10,Mar,May,2,0.5968,0.6394,0.0426,0.0719,Month
BoW,Mar-May,ClimateChange,16,C,0.541,10,Mar,May,2,0.5853,0.6391,0.0538,0.0444,Month
BoW,Mar-May,ClimateChange,16,ER,0.5486,10,Mar,May,2,0.5553,0.5918,0.0364,0.0067,Month
BoW,Mar-May,ClimateChange,16,L,0.549,10,Mar,May,2,0.5936,0.6742,0.0806,0.0446,Month
BoW,Mar-May,ClimateChange,16,LC,0.5236,10,Mar,May,2,0.5925,0.6658,0.0733,0.0689,Month
BoW,Mar-May,ClimateChange,16,R,0.5357,10,Mar,May,2,0.568,0.6505,0.0826,0.0322,Month
BoW,Mar-May,ClimateChange,16,RC,0.5365,10,Mar,May,2,0.6146,0.6394,0.0248,0.0781,Month
BoW,Mar-May,ClimateChange,32,C,0.5573,10,Mar,May,2,0.5893,0.6391,0.0498,0.032,Month
BoW,Mar-May,ClimateChange,32,ER,0.5423,10,Mar,May,2,0.5599,0.5918,0.0318,0.0176,Month
BoW,Mar-May,ClimateChange,32,L,0.5761,10,Mar,May,2,0.6129,0.6742,0.0613,0.0368,Month
BoW,Mar-May,ClimateChange,32,LC,0.5395,10,Mar,May,2,0.6101,0.6658,0.0557,0.0706,Month
BoW,Mar-May,ClimateChange,32,R,0.5665,10,Mar,May,2,0.6125,0.6505,0.038,0.0461,Month
BoW,Mar-May,ClimateChange,32,RC,0.5221,10,Mar,May,2,0.6219,0.6394,0.0175,0.0998,Month
BoW,Mar-May,GunControl,4,C,0.5651,10,Mar,May,2,0.6726,0.6981,0.0255,0.1075,Month
BoW,Mar-May,GunControl,4,ER,0.588,10,Mar,May,2,0.6245,0.6823,0.0578,0.0365,Month
BoW,Mar-May,GunControl,4,L,0.5659,10,Mar,May,2,0.618,0.67,0.052,0.0521,Month
BoW,Mar-May,GunControl,4,LC,0.5861,10,Mar,May,2,0.6456,0.7246,0.0791,0.0595,Month
BoW,Mar-May,GunControl,4,R,0.557,10,Mar,May,2,0.6654,0.7322,0.0668,0.1084,Month
BoW,Mar-May,GunControl,4,RC,0.548,10,Mar,May,2,0.6456,0.6824,0.0368,0.0976,Month
BoW,Mar-May,GunControl,8,C,0.6035,10,Mar,May,2,0.6729,0.6981,0.0252,0.0694,Month
BoW,Mar-May,GunControl,8,ER,0.5938,10,Mar,May,2,0.6573,0.6823,0.025,0.0635,Month
BoW,Mar-May,GunControl,8,L,0.5607,10,Mar,May,2,0.6753,0.67,-0.0053,0.1146,Month
BoW,Mar-May,GunControl,8,LC,0.6165,10,Mar,May,2,0.6717,0.7246,0.053,0.0551,Month
BoW,Mar-May,GunControl,8,R,0.5913,10,Mar,May,2,0.6773,0.7322,0.0549,0.086,Month
BoW,Mar-May,GunControl,8,RC,0.5837,10,Mar,May,2,0.6618,0.6824,0.0205,0.0782,Month
BoW,Mar-May,GunControl,16,C,0.6134,10,Mar,May,2,0.6906,0.6981,0.0074,0.0772,Month
BoW,Mar-May,GunControl,16,ER,0.6349,10,Mar,May,2,0.6651,0.6823,0.0172,0.0302,Month
BoW,Mar-May,GunControl,16,L,0.6125,10,Mar,May,2,0.6685,0.67,0.0014,0.056,Month
BoW,Mar-May,GunControl,16,LC,0.6288,10,Mar,May,2,0.6781,0.7246,0.0465,0.0494,Month
BoW,Mar-May,GunControl,16,R,0.6112,10,Mar,May,2,0.6868,0.7322,0.0454,0.0756,Month
BoW,Mar-May,GunControl,16,RC,0.6258,10,Mar,May,2,0.6711,0.6824,0.0113,0.0453,Month
BoW,Mar-May,GunControl,32,C,0.6501,10,Mar,May,2,0.6858,0.6981,0.0123,0.0357,Month
BoW,Mar-May,GunControl,32,ER,0.6417,10,Mar,May,2,0.6792,0.6823,0.0031,0.0375,Month
BoW,Mar-May,GunControl,32,L,0.6628,10,Mar,May,2,0.6643,0.67,0.0057,0.0014,Month
BoW,Mar-May,GunControl,32,LC,0.6696,10,Mar,May,2,0.6845,0.7246,0.0402,0.0148,Month
BoW,Mar-May,GunControl,32,R,0.6493,10,Mar,May,2,0.7043,0.7322,0.0279,0.0549,Month
BoW,Mar-May,GunControl,32,RC,0.6326,10,Mar,May,2,0.6626,0.6824,0.0197,0.0301,Month
BoW,Mar-May,IllegalImmi,4,C,0.5027,10,Mar,May,2,0.5589,0.6736,0.1147,0.0562,Month
BoW,Mar-May,IllegalImmi,4,ER,0.5146,10,Mar,May,2,0.5357,0.6433,0.1077,0.021,Month
BoW,Mar-May,IllegalImmi,4,L,0.5198,10,Mar,May,2,0.5539,0.6632,0.1093,0.0342,Month
BoW,Mar-May,IllegalImmi,4,LC,0.5095,10,Mar,May,2,0.5309,0.6691,0.1381,0.0215,Month
BoW,Mar-May,IllegalImmi,4,R,0.5304,10,Mar,May,2,0.5658,0.6888,0.123,0.0354,Month
BoW,Mar-May,IllegalImmi,4,RC,0.5222,10,Mar,May,2,0.591,0.7074,0.1165,0.0687,Month
BoW,Mar-May,IllegalImmi,8,C,0.5146,10,Mar,May,2,0.583,0.6736,0.0906,0.0684,Month
BoW,Mar-May,IllegalImmi,8,ER,0.5399,10,Mar,May,2,0.5439,0.6433,0.0994,0.0041,Month
BoW,Mar-May,IllegalImmi,8,L,0.5367,10,Mar,May,2,0.5505,0.6632,0.1127,0.0138,Month
BoW,Mar-May,IllegalImmi,8,LC,0.5146,10,Mar,May,2,0.558,0.6691,0.1111,0.0434,Month
BoW,Mar-May,IllegalImmi,8,R,0.5333,10,Mar,May,2,0.5958,0.6888,0.093,0.0625,Month
BoW,Mar-May,IllegalImmi,8,RC,0.5333,10,Mar,May,2,0.6247,0.7074,0.0827,0.0914,Month
BoW,Mar-May,IllegalImmi,16,C,0.5508,10,Mar,May,2,0.6168,0.6736,0.0568,0.0659,Month
BoW,Mar-May,IllegalImmi,16,ER,0.5432,10,Mar,May,2,0.5831,0.6433,0.0602,0.0399,Month
BoW,Mar-May,IllegalImmi,16,L,0.5748,10,Mar,May,2,0.5654,0.6632,0.0979,-0.0095,Month
BoW,Mar-May,IllegalImmi,16,LC,0.5421,10,Mar,May,2,0.5823,0.6691,0.0867,0.0402,Month
BoW,Mar-May,IllegalImmi,16,R,0.5478,10,Mar,May,2,0.6001,0.6888,0.0887,0.0523,Month
BoW,Mar-May,IllegalImmi,16,RC,0.5658,10,Mar,May,2,0.6516,0.7074,0.0558,0.0858,Month
BoW,Mar-May,IllegalImmi,32,C,0.5817,10,Mar,May,2,0.6242,0.6736,0.0494,0.0424,Month
BoW,Mar-May,IllegalImmi,32,ER,0.5581,10,Mar,May,2,0.6032,0.6433,0.0401,0.0452,Month
BoW,Mar-May,IllegalImmi,32,L,0.5888,10,Mar,May,2,0.6202,0.6632,0.0431,0.0314,Month
BoW,Mar-May,IllegalImmi,32,LC,0.5475,10,Mar,May,2,0.6023,0.6691,0.0668,0.0548,Month
BoW,Mar-May,IllegalImmi,32,R,0.5715,10,Mar,May,2,0.6302,0.6888,0.0586,0.0587,Month
BoW,Mar-May,IllegalImmi,32,RC,0.5879,10,Mar,May,2,0.6814,0.7074,0.026,0.0935,Month
BoW,Mar-May,LGBT,4,C,0.5322,10,Mar,May,2,0.5756,0.6828,0.1073,0.0434,Month
BoW,Mar-May,LGBT,4,ER,0.5054,10,Mar,May,2,0.5179,0.625,0.1071,0.0125,Month
BoW,Mar-May,LGBT,4,L,0.5246,10,Mar,May,2,0.5331,0.6754,0.1423,0.0085,Month
BoW,Mar-May,LGBT,4,LC,0.5165,10,Mar,May,2,0.5454,0.6634,0.118,0.0288,Month
BoW,Mar-May,LGBT,4,R,0.5049,10,Mar,May,2,0.5456,0.6538,0.1082,0.0407,Month
BoW,Mar-May,LGBT,4,RC,0.5238,10,Mar,May,2,0.5705,0.6249,0.0544,0.0467,Month
BoW,Mar-May,LGBT,8,C,0.5427,10,Mar,May,2,0.5854,0.6828,0.0975,0.0426,Month
BoW,Mar-May,LGBT,8,ER,0.5071,10,Mar,May,2,0.5161,0.625,0.1089,0.0089,Month
BoW,Mar-May,LGBT,8,L,0.5294,10,Mar,May,2,0.5578,0.6754,0.1177,0.0284,Month
BoW,Mar-May,LGBT,8,LC,0.5138,10,Mar,May,2,0.5681,0.6634,0.0953,0.0542,Month
BoW,Mar-May,LGBT,8,R,0.5276,10,Mar,May,2,0.5437,0.6538,0.11,0.0161,Month
BoW,Mar-May,LGBT,8,RC,0.53,10,Mar,May,2,0.5548,0.6249,0.0701,0.0248,Month
BoW,Mar-May,LGBT,16,C,0.5374,10,Mar,May,2,0.6428,0.6828,0.04,0.1054,Month
BoW,Mar-May,LGBT,16,ER,0.5322,10,Mar,May,2,0.5089,0.625,0.1161,-0.0232,Month
BoW,Mar-May,LGBT,16,L,0.5301,10,Mar,May,2,0.5773,0.6754,0.0981,0.0472,Month
BoW,Mar-May,LGBT,16,LC,0.5294,10,Mar,May,2,0.5789,0.6634,0.0845,0.0495,Month
BoW,Mar-May,LGBT,16,R,0.5309,10,Mar,May,2,0.5674,0.6538,0.0864,0.0365,Month
BoW,Mar-May,LGBT,16,RC,0.5572,10,Mar,May,2,0.5726,0.6249,0.0523,0.0154,Month
BoW,Mar-May,LGBT,32,C,0.5812,10,Mar,May,2,0.6432,0.6828,0.0396,0.062,Month
BoW,Mar-May,LGBT,32,ER,0.5607,10,Mar,May,2,0.5553,0.625,0.0697,-0.0054,Month
BoW,Mar-May,LGBT,32,L,0.5437,10,Mar,May,2,0.5964,0.6754,0.079,0.0527,Month
BoW,Mar-May,LGBT,32,LC,0.5345,10,Mar,May,2,0.6163,0.6634,0.0471,0.0818,Month
BoW,Mar-May,LGBT,32,R,0.5409,10,Mar,May,2,0.6154,0.6538,0.0384,0.0745,Month
BoW,Mar-May,LGBT,32,RC,0.5791,10,Mar,May,2,0.5928,0.6249,0.0322,0.0136,Month
BoW,Mar-Sep,AsylumSeekers,4,C,0.541,10,Mar,Sep,6,0.5667,0.6574,0.0907,0.0257,Month
BoW,Mar-Sep,AsylumSeekers,4,ER,0.5016,10,Mar,Sep,6,0.5549,0.583,0.028,0.0533,Month
BoW,Mar-Sep,AsylumSeekers,4,L,0.566,10,Mar,Sep,6,0.618,0.7206,0.1026,0.052,Month
BoW,Mar-Sep,AsylumSeekers,4,LC,0.5243,10,Mar,Sep,6,0.6055,0.6898,0.0844,0.0812,Month
BoW,Mar-Sep,AsylumSeekers,4,R,0.5686,10,Mar,Sep,6,0.5587,0.6153,0.0566,-0.01,Month
BoW,Mar-Sep,AsylumSeekers,4,RC,0.5535,10,Mar,Sep,6,0.5848,0.7099,0.1251,0.0313,Month
BoW,Mar-Sep,AsylumSeekers,8,C,0.5386,10,Mar,Sep,6,0.5982,0.6574,0.0592,0.0596,Month
BoW,Mar-Sep,AsylumSeekers,8,ER,0.5221,10,Mar,Sep,6,0.5739,0.583,0.0091,0.0517,Month
BoW,Mar-Sep,AsylumSeekers,8,L,0.5884,10,Mar,Sep,6,0.6601,0.7206,0.0605,0.0717,Month
BoW,Mar-Sep,AsylumSeekers,8,LC,0.5236,10,Mar,Sep,6,0.614,0.6898,0.0758,0.0904,Month
BoW,Mar-Sep,AsylumSeekers,8,R,0.5733,10,Mar,Sep,6,0.5743,0.6153,0.041,0.001,Month
BoW,Mar-Sep,AsylumSeekers,8,RC,0.582,10,Mar,Sep,6,0.6309,0.7099,0.079,0.0488,Month
BoW,Mar-Sep,AsylumSeekers,16,C,0.5763,10,Mar,Sep,6,0.6119,0.6574,0.0455,0.0356,Month
BoW,Mar-Sep,AsylumSeekers,16,ER,0.5333,10,Mar,Sep,6,0.5701,0.583,0.0129,0.0368,Month
BoW,Mar-Sep,AsylumSeekers,16,L,0.6259,10,Mar,Sep,6,0.6686,0.7206,0.052,0.0427,Month
BoW,Mar-Sep,AsylumSeekers,16,LC,0.5616,10,Mar,Sep,6,0.6211,0.6898,0.0687,0.0595,Month
BoW,Mar-Sep,AsylumSeekers,16,R,0.5811,10,Mar,Sep,6,0.5871,0.6153,0.0282,0.0059,Month
BoW,Mar-Sep,AsylumSeekers,16,RC,0.5899,10,Mar,Sep,6,0.6321,0.7099,0.0778,0.0422,Month
BoW,Mar-Sep,AsylumSeekers,32,C,0.5893,10,Mar,Sep,6,0.628,0.6574,0.0294,0.0387,Month
BoW,Mar-Sep,AsylumSeekers,32,ER,0.5882,10,Mar,Sep,6,0.6018,0.583,-0.0189,0.0136,Month
BoW,Mar-Sep,AsylumSeekers,32,L,0.6505,10,Mar,Sep,6,0.6737,0.7206,0.0469,0.0232,Month
BoW,Mar-Sep,AsylumSeekers,32,LC,0.5928,10,Mar,Sep,6,0.651,0.6898,0.0388,0.0582,Month
BoW,Mar-Sep,AsylumSeekers,32,R,0.5756,10,Mar,Sep,6,0.5825,0.6153,0.0328,0.0069,Month
BoW,Mar-Sep,AsylumSeekers,32,RC,0.6268,10,Mar,Sep,6,0.6636,0.7099,0.0462,0.0369,Month
BoW,Mar-Sep,ClimateChange,4,C,0.5352,10,Mar,Sep,6,0.5999,0.7071,0.1072,0.0647,Month
BoW,Mar-Sep,ClimateChange,4,ER,0.5675,10,Mar,Sep,6,0.6433,0.7008,0.0575,0.0758,Month
BoW,Mar-Sep,ClimateChange,4,L,0.548,10,Mar,Sep,6,0.6117,0.7143,0.1026,0.0637,Month
BoW,Mar-Sep,ClimateChange,4,LC,0.5355,10,Mar,Sep,6,0.5848,0.6988,0.114,0.0493,Month
BoW,Mar-Sep,ClimateChange,4,R,0.5722,10,Mar,Sep,6,0.6611,0.7501,0.089,0.0889,Month
BoW,Mar-Sep,ClimateChange,4,RC,0.5511,10,Mar,Sep,6,0.6053,0.7145,0.1092,0.0542,Month
BoW,Mar-Sep,ClimateChange,8,C,0.5685,10,Mar,Sep,6,0.6106,0.7071,0.0965,0.0421,Month
BoW,Mar-Sep,ClimateChange,8,ER,0.5812,10,Mar,Sep,6,0.6534,0.7008,0.0474,0.0723,Month
BoW,Mar-Sep,ClimateChange,8,L,0.5602,10,Mar,Sep,6,0.6275,0.7143,0.0868,0.0673,Month
BoW,Mar-Sep,ClimateChange,8,LC,0.5399,10,Mar,Sep,6,0.6061,0.6988,0.0927,0.0662,Month
BoW,Mar-Sep,ClimateChange,8,R,0.5824,10,Mar,Sep,6,0.6574,0.7501,0.0927,0.0749,Month
BoW,Mar-Sep,ClimateChange,8,RC,0.5558,10,Mar,Sep,6,0.649,0.7145,0.0655,0.0933,Month
BoW,Mar-Sep,ClimateChange,16,C,0.5728,10,Mar,Sep,6,0.6457,0.7071,0.0614,0.0728,Month
BoW,Mar-Sep,ClimateChange,16,ER,0.6039,10,Mar,Sep,6,0.6797,0.7008,0.0211,0.0759,Month
BoW,Mar-Sep,ClimateChange,16,L,0.584,10,Mar,Sep,6,0.6562,0.7143,0.058,0.0722,Month
BoW,Mar-Sep,ClimateChange,16,LC,0.5546,10,Mar,Sep,6,0.6213,0.6988,0.0775,0.0667,Month
BoW,Mar-Sep,ClimateChange,16,R,0.631,10,Mar,Sep,6,0.6766,0.7501,0.0735,0.0456,Month
BoW,Mar-Sep,ClimateChange,16,RC,0.5832,10,Mar,Sep,6,0.6498,0.7145,0.0648,0.0666,Month
BoW,Mar-Sep,ClimateChange,32,C,0.6092,10,Mar,Sep,6,0.6615,0.7071,0.0456,0.0523,Month
BoW,Mar-Sep,ClimateChange,32,ER,0.6433,10,Mar,Sep,6,0.6997,0.7008,0.0011,0.0564,Month
BoW,Mar-Sep,ClimateChange,32,L,0.6121,10,Mar,Sep,6,0.6653,0.7143,0.049,0.0532,Month
BoW,Mar-Sep,ClimateChange,32,LC,0.5781,10,Mar,Sep,6,0.6423,0.6988,0.0565,0.0642,Month
