Features,comp,Topic,k,Ideology,protos.random,n,comp1,comp2,Hop,protos,svm,diff,protos.diff,by
BoW,Aug-Sep,AsylumSeekers,4,ER,0.5322,10,Aug,Sep,1,0.5428,0.6071,0.0643,0.0106,Month
BoW,Aug-Sep,AsylumSeekers,4,L,0.4973,10,Aug,Sep,1,0.5773,0.6327,0.0554,0.08,Month
BoW,Aug-Sep,AsylumSeekers,4,LC,0.5202,10,Aug,Sep,1,0.5455,0.6438,0.0983,0.0253,Month
BoW,Aug-Sep,AsylumSeekers,4,R,0.5208,10,Aug,Sep,1,0.5574,0.6113,0.0539,0.0367,Month
BoW,Aug-Sep,AsylumSeekers,4,RC,0.5266,10,Aug,Sep,1,0.5186,0.609,0.0905,-0.0081,Month
BoW,Aug-Sep,AsylumSeekers,8,C,0.5187,10,Aug,Sep,1,0.5898,0.6504,0.0606,0.0711,Month
BoW,Aug-Sep,AsylumSeekers,8,ER,0.5206,10,Aug,Sep,1,0.5513,0.6071,0.0557,0.0307,Month
BoW,Aug-Sep,AsylumSeekers,8,L,0.5383,10,Aug,Sep,1,0.601,0.6327,0.0317,0.0627,Month
BoW,Aug-Sep,AsylumSeekers,8,LC,0.5355,10,Aug,Sep,1,0.5651,0.6438,0.0787,0.0295,Month
BoW,Aug-Sep,AsylumSeekers,8,R,0.5351,10,Aug,Sep,1,0.5726,0.6113,0.0387,0.0375,Month
BoW,Aug-Sep,AsylumSeekers,8,RC,0.5368,10,Aug,Sep,1,0.5351,0.609,0.0739,-0.0017,Month
BoW,Aug-Sep,AsylumSeekers,16,C,0.535,10,Aug,Sep,1,0.5896,0.6504,0.0608,0.0546,Month
BoW,Aug-Sep,AsylumSeekers,16,ER,0.5679,10,Aug,Sep,1,0.5623,0.6071,0.0448,-0.0056,Month
BoW,Aug-Sep,AsylumSeekers,16,L,0.5504,10,Aug,Sep,1,0.6096,0.6327,0.0231,0.0592,Month
BoW,Aug-Sep,AsylumSeekers,16,LC,0.5363,10,Aug,Sep,1,0.5673,0.6438,0.0765,0.031,Month
BoW,Aug-Sep,AsylumSeekers,16,R,0.5654,10,Aug,Sep,1,0.5806,0.6113,0.0307,0.0152,Month
BoW,Aug-Sep,AsylumSeekers,16,RC,0.5412,10,Aug,Sep,1,0.5618,0.609,0.0472,0.0206,Month
BoW,Aug-Sep,AsylumSeekers,32,C,0.5729,10,Aug,Sep,1,0.6085,0.6504,0.0419,0.0356,Month
BoW,Aug-Sep,AsylumSeekers,32,ER,0.5537,10,Aug,Sep,1,0.5737,0.6071,0.0334,0.02,Month
BoW,Aug-Sep,AsylumSeekers,32,L,0.5742,10,Aug,Sep,1,0.6215,0.6327,0.0113,0.0473,Month
BoW,Aug-Sep,AsylumSeekers,32,LC,0.5475,10,Aug,Sep,1,0.5821,0.6438,0.0617,0.0346,Month
BoW,Aug-Sep,AsylumSeekers,32,R,0.5821,10,Aug,Sep,1,0.5948,0.6113,0.0165,0.0127,Month
BoW,Aug-Sep,AsylumSeekers,32,RC,0.5653,10,Aug,Sep,1,0.5745,0.609,0.0345,0.0093,Month
BoW,Aug-Sep,ClimateChange,4,C,0.5242,10,Aug,Sep,1,0.5798,0.6756,0.0957,0.0556,Month
BoW,Aug-Sep,ClimateChange,4,ER,0.5204,10,Aug,Sep,1,0.5823,0.6901,0.1078,0.0619,Month
BoW,Aug-Sep,ClimateChange,4,L,0.539,10,Aug,Sep,1,0.5977,0.6892,0.0915,0.0587,Month
BoW,Aug-Sep,ClimateChange,4,LC,0.5167,10,Aug,Sep,1,0.5787,0.6647,0.0859,0.062,Month
BoW,Aug-Sep,ClimateChange,4,R,0.5335,10,Aug,Sep,1,0.5981,0.7048,0.1067,0.0646,Month
BoW,Aug-Sep,ClimateChange,4,RC,0.534,10,Aug,Sep,1,0.5975,0.6847,0.0873,0.0635,Month
BoW,Aug-Sep,ClimateChange,8,C,0.5204,10,Aug,Sep,1,0.5992,0.6756,0.0763,0.0788,Month
BoW,Aug-Sep,ClimateChange,8,ER,0.5614,10,Aug,Sep,1,0.621,0.6901,0.069,0.0597,Month
BoW,Aug-Sep,ClimateChange,8,L,0.5386,10,Aug,Sep,1,0.6228,0.6892,0.0664,0.0841,Month
BoW,Aug-Sep,ClimateChange,8,LC,0.5426,10,Aug,Sep,1,0.588,0.6647,0.0767,0.0454,Month
BoW,Aug-Sep,ClimateChange,8,R,0.5528,10,Aug,Sep,1,0.6283,0.7048,0.0765,0.0755,Month
BoW,Aug-Sep,ClimateChange,8,RC,0.5453,10,Aug,Sep,1,0.6323,0.6847,0.0524,0.087,Month
BoW,Aug-Sep,ClimateChange,16,C,0.548,10,Aug,Sep,1,0.6051,0.6756,0.0704,0.0571,Month
BoW,Aug-Sep,ClimateChange,16,ER,0.5749,10,Aug,Sep,1,0.647,0.6901,0.0431,0.0721,Month
BoW,Aug-Sep,ClimateChange,16,L,0.5672,10,Aug,Sep,1,0.6367,0.6892,0.0525,0.0694,Month
BoW,Aug-Sep,ClimateChange,16,LC,0.5597,10,Aug,Sep,1,0.6004,0.6647,0.0643,0.0407,Month
BoW,Aug-Sep,ClimateChange,16,R,0.5854,10,Aug,Sep,1,0.6494,0.7048,0.0554,0.0639,Month
BoW,Aug-Sep,ClimateChange,16,RC,0.5768,10,Aug,Sep,1,0.637,0.6847,0.0477,0.0602,Month
BoW,Aug-Sep,ClimateChange,32,C,0.579,10,Aug,Sep,1,0.6223,0.6756,0.0532,0.0433,Month
BoW,Aug-Sep,ClimateChange,32,ER,0.6212,10,Aug,Sep,1,0.6622,0.6901,0.0279,0.0409,Month
BoW,Aug-Sep,ClimateChange,32,L,0.592,10,Aug,Sep,1,0.6527,0.6892,0.0365,0.0607,Month
BoW,Aug-Sep,ClimateChange,32,LC,0.5682,10,Aug,Sep,1,0.6247,0.6647,0.04,0.0566,Month
BoW,Aug-Sep,ClimateChange,32,R,0.6093,10,Aug,Sep,1,0.6807,0.7048,0.0241,0.0714,Month
BoW,Aug-Sep,ClimateChange,32,RC,0.6098,10,Aug,Sep,1,0.6509,0.6847,0.0339,0.0411,Month
BoW,Aug-Sep,GunControl,4,C,0.5097,10,Aug,Sep,1,0.5952,0.6957,0.1005,0.0854,Month
BoW,Aug-Sep,GunControl,4,ER,0.5437,10,Aug,Sep,1,0.6348,0.7115,0.0767,0.0911,Month
BoW,Aug-Sep,GunControl,4,L,0.5302,10,Aug,Sep,1,0.5772,0.7439,0.1667,0.047,Month
BoW,Aug-Sep,GunControl,4,LC,0.504,10,Aug,Sep,1,0.5884,0.7087,0.1203,0.0844,Month
BoW,Aug-Sep,GunControl,4,R,0.5464,10,Aug,Sep,1,0.6121,0.7204,0.1083,0.0657,Month
BoW,Aug-Sep,GunControl,4,RC,0.5212,10,Aug,Sep,1,0.5516,0.6532,0.1016,0.0304,Month
BoW,Aug-Sep,GunControl,8,C,0.5392,10,Aug,Sep,1,0.6351,0.6957,0.0605,0.096,Month
BoW,Aug-Sep,GunControl,8,ER,0.5731,10,Aug,Sep,1,0.6358,0.7115,0.0757,0.0627,Month
BoW,Aug-Sep,GunControl,8,L,0.5623,10,Aug,Sep,1,0.6142,0.7439,0.1297,0.0518,Month
BoW,Aug-Sep,GunControl,8,LC,0.5199,10,Aug,Sep,1,0.6116,0.7087,0.0971,0.0917,Month
BoW,Aug-Sep,GunControl,8,R,0.5574,10,Aug,Sep,1,0.629,0.7204,0.0914,0.0716,Month
BoW,Aug-Sep,GunControl,8,RC,0.5327,10,Aug,Sep,1,0.5999,0.6532,0.0534,0.0672,Month
BoW,Aug-Sep,GunControl,16,C,0.5635,10,Aug,Sep,1,0.6658,0.6957,0.0299,0.1023,Month
BoW,Aug-Sep,GunControl,16,ER,0.6202,10,Aug,Sep,1,0.6785,0.7115,0.033,0.0583,Month
BoW,Aug-Sep,GunControl,16,L,0.6154,10,Aug,Sep,1,0.6561,0.7439,0.0878,0.0406,Month
BoW,Aug-Sep,GunControl,16,LC,0.5506,10,Aug,Sep,1,0.626,0.7087,0.0827,0.0755,Month
BoW,Aug-Sep,GunControl,16,R,0.5945,10,Aug,Sep,1,0.6391,0.7204,0.0813,0.0446,Month
BoW,Aug-Sep,GunControl,16,RC,0.561,10,Aug,Sep,1,0.6207,0.6532,0.0325,0.0597,Month
BoW,Aug-Sep,GunControl,32,C,0.5939,10,Aug,Sep,1,0.6672,0.6957,0.0285,0.0733,Month
BoW,Aug-Sep,GunControl,32,ER,0.6424,10,Aug,Sep,1,0.6865,0.7115,0.025,0.0441,Month
BoW,Aug-Sep,GunControl,32,L,0.6413,10,Aug,Sep,1,0.6792,0.7439,0.0647,0.0379,Month
BoW,Aug-Sep,GunControl,32,LC,0.594,10,Aug,Sep,1,0.6543,0.7087,0.0544,0.0604,Month
BoW,Aug-Sep,GunControl,32,R,0.6121,10,Aug,Sep,1,0.6529,0.7204,0.0675,0.0408,Month
BoW,Aug-Sep,GunControl,32,RC,0.5909,10,Aug,Sep,1,0.6244,0.6532,0.0288,0.0335,Month
BoW,Aug-Sep,IllegalImmi,4,C,0.5019,10,Aug,Sep,1,0.5934,0.6784,0.085,0.0915,Month
BoW,Aug-Sep,IllegalImmi,4,ER,0.538,10,Aug,Sep,1,0.5818,0.6249,0.0431,0.0438,Month
BoW,Aug-Sep,IllegalImmi,4,L,0.5224,10,Aug,Sep,1,0.5989,0.7181,0.1192,0.0765,Month
BoW,Aug-Sep,IllegalImmi,4,LC,0.5151,10,Aug,Sep,1,0.5601,0.6516,0.0915,0.045,Month
BoW,Aug-Sep,IllegalImmi,4,R,0.5061,10,Aug,Sep,1,0.5652,0.6267,0.0615,0.0591,Month
BoW,Aug-Sep,IllegalImmi,4,RC,0.5204,10,Aug,Sep,1,0.5495,0.678,0.1285,0.0291,Month
BoW,Aug-Sep,IllegalImmi,8,C,0.5339,10,Aug,Sep,1,0.6113,0.6784,0.0671,0.0774,Month
BoW,Aug-Sep,IllegalImmi,8,ER,0.5588,10,Aug,Sep,1,0.6058,0.6249,0.0191,0.047,Month
BoW,Aug-Sep,IllegalImmi,8,L,0.5771,10,Aug,Sep,1,0.6163,0.7181,0.1018,0.0391,Month
BoW,Aug-Sep,IllegalImmi,8,LC,0.5126,10,Aug,Sep,1,0.5601,0.6516,0.0915,0.0475,Month
BoW,Aug-Sep,IllegalImmi,8,R,0.5258,10,Aug,Sep,1,0.5803,0.6267,0.0464,0.0546,Month
BoW,Aug-Sep,IllegalImmi,8,RC,0.5383,10,Aug,Sep,1,0.6104,0.678,0.0676,0.0721,Month
BoW,Aug-Sep,IllegalImmi,16,C,0.5645,10,Aug,Sep,1,0.6338,0.6784,0.0446,0.0694,Month
BoW,Aug-Sep,IllegalImmi,16,ER,0.5624,10,Aug,Sep,1,0.6041,0.6249,0.0208,0.0417,Month
BoW,Aug-Sep,IllegalImmi,16,L,0.5848,10,Aug,Sep,1,0.641,0.7181,0.077,0.0562,Month
BoW,Aug-Sep,IllegalImmi,16,LC,0.513,10,Aug,Sep,1,0.5718,0.6516,0.0798,0.0588,Month
BoW,Aug-Sep,IllegalImmi,16,R,0.5574,10,Aug,Sep,1,0.5771,0.6267,0.0496,0.0197,Month
BoW,Aug-Sep,IllegalImmi,16,RC,0.5677,10,Aug,Sep,1,0.6525,0.678,0.0255,0.0848,Month
BoW,Aug-Sep,IllegalImmi,32,C,0.6143,10,Aug,Sep,1,0.6447,0.6784,0.0337,0.0304,Month
BoW,Aug-Sep,IllegalImmi,32,ER,0.5704,10,Aug,Sep,1,0.5933,0.6249,0.0316,0.0229,Month
BoW,Aug-Sep,IllegalImmi,32,L,0.6342,10,Aug,Sep,1,0.6421,0.7181,0.0759,0.0079,Month
BoW,Aug-Sep,IllegalImmi,32,LC,0.554,10,Aug,Sep,1,0.5879,0.6516,0.0638,0.0339,Month
BoW,Aug-Sep,IllegalImmi,32,R,0.5413,10,Aug,Sep,1,0.5842,0.6267,0.0424,0.0429,Month
BoW,Aug-Sep,IllegalImmi,32,RC,0.6015,10,Aug,Sep,1,0.647,0.678,0.031,0.0455,Month
BoW,Aug-Sep,LGBT,4,C,0.5107,10,Aug,Sep,1,0.5514,0.5737,0.0223,0.0407,Month
BoW,Aug-Sep,LGBT,4,ER,0.5268,10,Aug,Sep,1,0.5405,0.5494,0.0089,0.0137,Month
BoW,Aug-Sep,LGBT,4,L,0.5126,10,Aug,Sep,1,0.5535,0.6692,0.1157,0.0409,Month
BoW,Aug-Sep,LGBT,4,LC,0.5009,10,Aug,Sep,1,0.5406,0.6343,0.0937,0.0397,Month
BoW,Aug-Sep,LGBT,4,R,0.5446,10,Aug,Sep,1,0.5832,0.6826,0.0994,0.0386,Month
BoW,Aug-Sep,LGBT,4,RC,0.5016,10,Aug,Sep,1,0.5055,0.5862,0.0807,0.004,Month
BoW,Aug-Sep,LGBT,8,C,0.4971,10,Aug,Sep,1,0.5148,0.5737,0.0589,0.0178,Month
BoW,Aug-Sep,LGBT,8,ER,0.5205,10,Aug,Sep,1,0.5672,0.5494,-0.0178,0.0467,Month
BoW,Aug-Sep,LGBT,8,L,0.5242,10,Aug,Sep,1,0.5562,0.6692,0.113,0.032,Month
BoW,Aug-Sep,LGBT,8,LC,0.5166,10,Aug,Sep,1,0.5424,0.6343,0.0918,0.0258,Month
BoW,Aug-Sep,LGBT,8,R,0.5704,10,Aug,Sep,1,0.6044,0.6826,0.0782,0.034,Month
BoW,Aug-Sep,LGBT,8,RC,0.4952,10,Aug,Sep,1,0.524,0.5862,0.0622,0.0288,Month
BoW,Aug-Sep,LGBT,16,C,0.4975,10,Aug,Sep,1,0.5191,0.5737,0.0546,0.0216,Month
BoW,Aug-Sep,LGBT,16,ER,0.5559,10,Aug,Sep,1,0.5741,0.5494,-0.0247,0.0182,Month
BoW,Aug-Sep,LGBT,16,L,0.5383,10,Aug,Sep,1,0.5654,0.6692,0.1038,0.0271,Month
BoW,Aug-Sep,LGBT,16,LC,0.5286,10,Aug,Sep,1,0.557,0.6343,0.0773,0.0284,Month
BoW,Aug-Sep,LGBT,16,R,0.5855,10,Aug,Sep,1,0.6307,0.6826,0.0519,0.0453,Month
BoW,Aug-Sep,LGBT,16,RC,0.5043,10,Aug,Sep,1,0.5734,0.5862,0.0128,0.0692,Month
BoW,Aug-Sep,LGBT,32,C,0.5338,10,Aug,Sep,1,0.5402,0.5737,0.0335,0.0064,Month
BoW,Aug-Sep,LGBT,32,ER,0.5402,10,Aug,Sep,1,0.5619,0.5494,-0.0125,0.0217,Month
BoW,Aug-Sep,LGBT,32,L,0.5442,10,Aug,Sep,1,0.5948,0.6692,0.0744,0.0506,Month
BoW,Aug-Sep,LGBT,32,LC,0.5275,10,Aug,Sep,1,0.5753,0.6343,0.059,0.0478,Month
BoW,Aug-Sep,LGBT,32,R,0.6127,10,Aug,Sep,1,0.6421,0.6826,0.0405,0.0295,Month
BoW,Aug-Sep,LGBT,32,RC,0.5502,10,Aug,Sep,1,0.5791,0.5862,0.0071,0.0289,Month
BoW,Feb-Apr,AsylumSeekers,4,C,0.5172,10,Feb,Apr,2,0.5743,0.6292,0.0549,0.057,Month
BoW,Feb-Apr,AsylumSeekers,4,ER,0.5307,10,Feb,Apr,2,0.5116,0.5999,0.0883,-0.0191,Month
BoW,Feb-Apr,AsylumSeekers,4,L,0.5185,10,Feb,Apr,2,0.5447,0.5817,0.0369,0.0262,Month
BoW,Feb-Apr,AsylumSeekers,4,LC,0.5111,10,Feb,Apr,2,0.5852,0.6707,0.0855,0.0741,Month
BoW,Feb-Apr,AsylumSeekers,4,R,0.528,10,Feb,Apr,2,0.5762,0.6201,0.0439,0.0481,Month
BoW,Feb-Apr,AsylumSeekers,4,RC,0.5381,10,Feb,Apr,2,0.6007,0.6355,0.0348,0.0626,Month
BoW,Feb-Apr,AsylumSeekers,8,C,0.522,10,Feb,Apr,2,0.584,0.6292,0.0452,0.062,Month
BoW,Feb-Apr,AsylumSeekers,8,ER,0.5526,10,Feb,Apr,2,0.5178,0.5999,0.0821,-0.0347,Month
BoW,Feb-Apr,AsylumSeekers,8,L,0.5028,10,Feb,Apr,2,0.55,0.5817,0.0317,0.0472,Month
BoW,Feb-Apr,AsylumSeekers,8,LC,0.5471,10,Feb,Apr,2,0.598,0.6707,0.0727,0.0509,Month
BoW,Feb-Apr,AsylumSeekers,8,R,0.537,10,Feb,Apr,2,0.584,0.6201,0.0361,0.047,Month
BoW,Feb-Apr,AsylumSeekers,8,RC,0.574,10,Feb,Apr,2,0.5928,0.6355,0.0427,0.0188,Month
BoW,Feb-Apr,AsylumSeekers,16,C,0.5564,10,Feb,Apr,2,0.6184,0.6292,0.0108,0.0621,Month
BoW,Feb-Apr,AsylumSeekers,16,ER,0.5319,10,Feb,Apr,2,0.5321,0.5999,0.0678,2e-04,Month
BoW,Feb-Apr,AsylumSeekers,16,L,0.5117,10,Feb,Apr,2,0.5727,0.5817,0.009,0.061,Month
BoW,Feb-Apr,AsylumSeekers,16,LC,0.5723,10,Feb,Apr,2,0.6125,0.6707,0.0582,0.0403,Month
BoW,Feb-Apr,AsylumSeekers,16,R,0.5492,10,Feb,Apr,2,0.5835,0.6201,0.0366,0.0344,Month
BoW,Feb-Apr,AsylumSeekers,16,RC,0.5728,10,Feb,Apr,2,0.6142,0.6355,0.0213,0.0413,Month
BoW,Feb-Apr,AsylumSeekers,32,C,0.5859,10,Feb,Apr,2,0.6109,0.6292,0.0183,0.0251,Month
BoW,Feb-Apr,AsylumSeekers,32,ER,0.5242,10,Feb,Apr,2,0.5483,0.5999,0.0516,0.0241,Month
BoW,Feb-Apr,AsylumSeekers,32,L,0.5396,10,Feb,Apr,2,0.5853,0.5817,-0.0036,0.0456,Month
BoW,Feb-Apr,AsylumSeekers,32,LC,0.589,10,Feb,Apr,2,0.6358,0.6707,0.0349,0.0469,Month
BoW,Feb-Apr,AsylumSeekers,32,R,0.575,10,Feb,Apr,2,0.5911,0.6201,0.029,0.0161,Month
BoW,Feb-Apr,AsylumSeekers,32,RC,0.6063,10,Feb,Apr,2,0.6328,0.6355,0.0027,0.0265,Month
BoW,Feb-Apr,ClimateChange,4,C,0.5211,10,Feb,Apr,2,0.5486,0.6143,0.0656,0.0276,Month
BoW,Feb-Apr,ClimateChange,4,ER,0.5175,10,Feb,Apr,2,0.5335,0.5681,0.0346,0.016,Month
BoW,Feb-Apr,ClimateChange,4,L,0.509,10,Feb,Apr,2,0.5738,0.649,0.0752,0.0648,Month
BoW,Feb-Apr,ClimateChange,4,LC,0.5306,10,Feb,Apr,2,0.5532,0.6658,0.1126,0.0226,Month
BoW,Feb-Apr,ClimateChange,4,R,0.5442,10,Feb,Apr,2,0.6332,0.6795,0.0463,0.089,Month
BoW,Feb-Apr,ClimateChange,4,RC,0.5088,10,Feb,Apr,2,0.5928,0.6603,0.0675,0.084,Month
BoW,Feb-Apr,ClimateChange,8,C,0.5239,10,Feb,Apr,2,0.5522,0.6143,0.062,0.0283,Month
BoW,Feb-Apr,ClimateChange,8,ER,0.523,10,Feb,Apr,2,0.5683,0.5681,-1e-04,0.0452,Month
BoW,Feb-Apr,ClimateChange,8,L,0.5193,10,Feb,Apr,2,0.5672,0.649,0.0819,0.0479,Month
BoW,Feb-Apr,ClimateChange,8,LC,0.5299,10,Feb,Apr,2,0.5528,0.6658,0.113,0.023,Month
BoW,Feb-Apr,ClimateChange,8,R,0.5876,10,Feb,Apr,2,0.638,0.6795,0.0415,0.0504,Month
BoW,Feb-Apr,ClimateChange,8,RC,0.5392,10,Feb,Apr,2,0.6046,0.6603,0.0556,0.0654,Month
BoW,Feb-Apr,ClimateChange,16,C,0.5406,10,Feb,Apr,2,0.5678,0.6143,0.0465,0.0272,Month
BoW,Feb-Apr,ClimateChange,16,ER,0.5266,10,Feb,Apr,2,0.5613,0.5681,0.0068,0.0347,Month
BoW,Feb-Apr,ClimateChange,16,L,0.5336,10,Feb,Apr,2,0.5763,0.649,0.0727,0.0427,Month
BoW,Feb-Apr,ClimateChange,16,LC,0.5412,10,Feb,Apr,2,0.5768,0.6658,0.089,0.0356,Month
BoW,Feb-Apr,ClimateChange,16,R,0.604,10,Feb,Apr,2,0.6486,0.6795,0.031,0.0446,Month
BoW,Feb-Apr,ClimateChange,16,RC,0.5595,10,Feb,Apr,2,0.6254,0.6603,0.0349,0.0659,Month
BoW,Feb-Apr,ClimateChange,32,C,0.5364,10,Feb,Apr,2,0.5748,0.6143,0.0395,0.0384,Month
BoW,Feb-Apr,ClimateChange,32,ER,0.5409,10,Feb,Apr,2,0.5669,0.5681,0.0013,0.026,Month
BoW,Feb-Apr,ClimateChange,32,L,0.5528,10,Feb,Apr,2,0.5903,0.649,0.0588,0.0375,Month
BoW,Feb-Apr,ClimateChange,32,LC,0.5534,10,Feb,Apr,2,0.5968,0.6658,0.069,0.0434,Month
BoW,Feb-Apr,ClimateChange,32,R,0.637,10,Feb,Apr,2,0.6709,0.6795,0.0086,0.034,Month
BoW,Feb-Apr,ClimateChange,32,RC,0.5933,10,Feb,Apr,2,0.6365,0.6603,0.0238,0.0432,Month
BoW,Feb-Apr,GunControl,4,C,0.5569,10,Feb,Apr,2,0.6113,0.7389,0.1276,0.0544,Month
BoW,Feb-Apr,GunControl,4,ER,0.5052,10,Feb,Apr,2,0.567,0.66,0.093,0.0618,Month
BoW,Feb-Apr,GunControl,4,L,0.6032,10,Feb,Apr,2,0.6022,0.7145,0.1123,-0.001,Month
BoW,Feb-Apr,GunControl,4,LC,0.5308,10,Feb,Apr,2,0.636,0.7008,0.0647,0.1052,Month
BoW,Feb-Apr,GunControl,4,R,0.549,10,Feb,Apr,2,0.5956,0.741,0.1455,0.0465,Month
BoW,Feb-Apr,GunControl,4,RC,0.5405,10,Feb,Apr,2,0.6674,0.7088,0.0414,0.1269,Month
BoW,Feb-Apr,GunControl,8,C,0.566,10,Feb,Apr,2,0.6324,0.7389,0.1065,0.0664,Month
BoW,Feb-Apr,GunControl,8,ER,0.5628,10,Feb,Apr,2,0.6234,0.66,0.0366,0.0606,Month
BoW,Feb-Apr,GunControl,8,L,0.6177,10,Feb,Apr,2,0.6606,0.7145,0.0538,0.0429,Month
BoW,Feb-Apr,GunControl,8,LC,0.558,10,Feb,Apr,2,0.6563,0.7008,0.0444,0.0983,Month
BoW,Feb-Apr,GunControl,8,R,0.553,10,Feb,Apr,2,0.6289,0.741,0.1121,0.0759,Month
BoW,Feb-Apr,GunControl,8,RC,0.5698,10,Feb,Apr,2,0.6713,0.7088,0.0375,0.1015,Month
BoW,Feb-Apr,GunControl,16,C,0.6096,10,Feb,Apr,2,0.6763,0.7389,0.0626,0.0667,Month
BoW,Feb-Apr,GunControl,16,ER,0.5755,10,Feb,Apr,2,0.6127,0.66,0.0474,0.0372,Month
BoW,Feb-Apr,GunControl,16,L,0.6436,10,Feb,Apr,2,0.6744,0.7145,0.04,0.0308,Month
BoW,Feb-Apr,GunControl,16,LC,0.5966,10,Feb,Apr,2,0.673,0.7008,0.0277,0.0764,Month
BoW,Feb-Apr,GunControl,16,R,0.5744,10,Feb,Apr,2,0.6633,0.741,0.0778,0.0888,Month
BoW,Feb-Apr,GunControl,16,RC,0.5987,10,Feb,Apr,2,0.6976,0.7088,0.0112,0.0989,Month
BoW,Feb-Apr,GunControl,32,C,0.6627,10,Feb,Apr,2,0.707,0.7389,0.0319,0.0443,Month
BoW,Feb-Apr,GunControl,32,ER,0.6,10,Feb,Apr,2,0.638,0.66,0.022,0.038,Month
BoW,Feb-Apr,GunControl,32,L,0.694,10,Feb,Apr,2,0.738,0.7145,-0.0235,0.044,Month
BoW,Feb-Apr,GunControl,32,LC,0.65,10,Feb,Apr,2,0.697,0.7008,0.0038,0.047,Month
BoW,Feb-Apr,GunControl,32,R,0.6146,10,Feb,Apr,2,0.6711,0.741,0.0699,0.0565,Month
BoW,Feb-Apr,GunControl,32,RC,0.6378,10,Feb,Apr,2,0.6983,0.7088,0.0106,0.0605,Month
BoW,Feb-Apr,IllegalImmi,4,C,0.5281,10,Feb,Apr,2,0.647,0.7416,0.0946,0.1189,Month
BoW,Feb-Apr,IllegalImmi,4,ER,0.5197,10,Feb,Apr,2,0.6031,0.6508,0.0478,0.0834,Month
BoW,Feb-Apr,IllegalImmi,4,L,0.5682,10,Feb,Apr,2,0.6441,0.7328,0.0887,0.076,Month
BoW,Feb-Apr,IllegalImmi,4,LC,0.5488,10,Feb,Apr,2,0.6287,0.7457,0.117,0.0799,Month
BoW,Feb-Apr,IllegalImmi,4,R,0.5508,10,Feb,Apr,2,0.5999,0.735,0.1351,0.0492,Month
BoW,Feb-Apr,IllegalImmi,4,RC,0.5046,10,Feb,Apr,2,0.6041,0.7095,0.1054,0.0995,Month
BoW,Feb-Apr,IllegalImmi,8,C,0.5741,10,Feb,Apr,2,0.6589,0.7416,0.0827,0.0848,Month
BoW,Feb-Apr,IllegalImmi,8,ER,0.5361,10,Feb,Apr,2,0.5879,0.6508,0.0629,0.0518,Month
BoW,Feb-Apr,IllegalImmi,8,L,0.5886,10,Feb,Apr,2,0.6756,0.7328,0.0572,0.0871,Month
BoW,Feb-Apr,IllegalImmi,8,LC,0.572,10,Feb,Apr,2,0.6471,0.7457,0.0985,0.0752,Month
BoW,Feb-Apr,IllegalImmi,8,R,0.5829,10,Feb,Apr,2,0.6441,0.735,0.091,0.0611,Month
BoW,Feb-Apr,IllegalImmi,8,RC,0.5548,10,Feb,Apr,2,0.6233,0.7095,0.0862,0.0685,Month
BoW,Feb-Apr,IllegalImmi,16,C,0.6322,10,Feb,Apr,2,0.6795,0.7416,0.0621,0.0472,Month
BoW,Feb-Apr,IllegalImmi,16,ER,0.5514,10,Feb,Apr,2,0.637,0.6508,0.0139,0.0856,Month
BoW,Feb-Apr,IllegalImmi,16,L,0.6364,10,Feb,Apr,2,0.6814,0.7328,0.0514,0.045,Month
BoW,Feb-Apr,IllegalImmi,16,LC,0.599,10,Feb,Apr,2,0.6764,0.7457,0.0693,0.0774,Month
BoW,Feb-Apr,IllegalImmi,16,R,0.6054,10,Feb,Apr,2,0.6678,0.735,0.0672,0.0624,Month
BoW,Feb-Apr,IllegalImmi,16,RC,0.5814,10,Feb,Apr,2,0.6291,0.7095,0.0804,0.0478,Month
BoW,Feb-Apr,IllegalImmi,32,C,0.6415,10,Feb,Apr,2,0.7033,0.7416,0.0383,0.0618,Month
BoW,Feb-Apr,IllegalImmi,32,ER,0.5651,10,Feb,Apr,2,0.6185,0.6508,0.0324,0.0533,Month
BoW,Feb-Apr,IllegalImmi,32,L,0.6684,10,Feb,Apr,2,0.7017,0.7328,0.0311,0.0334,Month
BoW,Feb-Apr,IllegalImmi,32,LC,0.6398,10,Feb,Apr,2,0.6959,0.7457,0.0498,0.0561,Month
BoW,Feb-Apr,IllegalImmi,32,R,0.6214,10,Feb,Apr,2,0.6883,0.735,0.0467,0.0669,Month
BoW,Feb-Apr,IllegalImmi,32,RC,0.6152,10,Feb,Apr,2,0.6534,0.7095,0.0562,0.0382,Month
BoW,Feb-Apr,LGBT,4,C,0.5238,10,Feb,Apr,2,0.6072,0.6809,0.0736,0.0835,Month
BoW,Feb-Apr,LGBT,4,ER,0.5545,10,Feb,Apr,2,0.551,0.7051,0.1541,-0.0034,Month
BoW,Feb-Apr,LGBT,4,L,0.5058,10,Feb,Apr,2,0.5781,0.6999,0.1218,0.0724,Month
BoW,Feb-Apr,LGBT,4,LC,0.5307,10,Feb,Apr,2,0.5981,0.7168,0.1187,0.0674,Month
BoW,Feb-Apr,LGBT,4,R,0.5451,10,Feb,Apr,2,0.616,0.7141,0.0982,0.0708,Month
BoW,Feb-Apr,LGBT,4,RC,0.5431,10,Feb,Apr,2,0.5904,0.7066,0.1162,0.0473,Month
