topic,ideology,comp,n1,n2,units,vocab,jsd,cos,llr,top1,top2
GunControl,all,Jan_Feb,1512,2093,tokens,6588,0.0631242,0.915046,22192.8,bill;firearm;shot;offic;democrat;hous;school;'s;kill;new,parkland;one;bill;trump;kill;'s;new;school;hous;democrat
GunControl,all,Jan_Feb,1512,2093,nouns,5571,0.0843973,0.918527,19644.7,man;school;violence;state;people;law;shooting;police;year;control,people;state;law;school;shooting;house;control;violence;year;police
GunControl,all,Jan_Mar,1512,2213,tokens,6761,0.0813525,0.828386,29294.5,bill;hous;shot;democrat;firearm;offic;violenc;kill;polic;school,kill;firearm;school;attack;zealand;two;mosqu;polic;christchurch;one
GunControl,all,Jan_Mar,1512,2213,nouns,5690,0.110888,0.792767,26430.7,man;school;control;violence;people;law;police;shooting;state;year,year;christchurch;mosque;shooting;police;people;new;zealand;law;control
GunControl,all,Jan_Apr,1512,1480,tokens,6128,0.0713766,0.917439,21209.9,citi;bill;hous;firearm;shot;democrat;kill;violenc;school;offic,man;hous;two;violenc;school;shot;kill;old;one;bill
GunControl,all,Jan_Apr,1512,1480,nouns,5102,0.0954433,0.919814,18801.5,man;school;violence;people;state;police;law;shooting;year;control,bill;people;new;school;shooting;law;violence;control;police;year
GunControl,all,Jan_May,1512,1594,tokens,6328,0.0760702,0.889794,23966.1,firearm;peopl;polic;democrat;offic;violenc;new;kill;school;state,democrat;peopl;state;kill;new;two;violenc;school;polic;student
GunControl,all,Jan_May,1512,1594,nouns,5259,0.105023,0.872744,21344.2,man;school;violence;law;year;shooting;police;state;people;control,man;people;violence;school;control;police;year;shooting;student;law
GunControl,all,Jan_Jun,1512,1322,tokens,5956,0.0786956,0.870038,21985.9,citi;bill;hous;offic;new;firearm;school;law;shot;democrat,offic;say;democrat;citi;shot;law;virginia;beach;one;new
GunControl,all,Jan_Jun,1512,1322,nouns,4952,0.106884,0.861639,19763.5,man;school;state;violence;people;shooting;law;police;control;year,law;city;year;beach;virginia;police;people;control;violence;shooting
GunControl,all,Jan_Jul,1512,1146,tokens,5816,0.0834834,0.85856,21618.7,hous;shot;firearm;democrat;offic;state;new;school;'s;law,man;california;new;old;law;gilroy;state;festiv;'s;shot
GunControl,all,Jan_Jul,1512,1146,nouns,4747,0.113171,0.850662,19210.8,man;violence;people;state;law;school;shooting;control;police;year,man;festival;gilroy;control;law;people;shooting;police;year;violence
GunControl,all,Jan_Aug,1512,5346,tokens,8903,0.0809299,0.8642,38366.8,bill;hous;shot;firearm;offic;polic;state;democrat;new;school,two;new;state;us;democrat;ohio;polic;dayton;call;texa
GunControl,all,Jan_Aug,1512,5346,nouns,7836,0.118781,0.770831,37715.3,man;school;violence;state;law;people;shooting;control;police;year,law;president;police;paso;el;shooting;violence;control;people;trump
GunControl,all,Jan_Sep,1512,2509,tokens,7016,0.084539,0.849462,32025.4,bill;hous;shot;firearm;offic;democrat;kill;new;polic;school,say;report;one;new;mass;trump;polic;texa;democrat;kill
GunControl,all,Jan_Sep,1512,2509,nouns,5927,0.114371,0.835221,28378.5,man;school;violence;state;law;people;shooting;control;year;police,state;year;police;shooting;violence;law;trump;texas;people;control
GunControl,all,Feb_Mar,2093,2213,tokens,7059,0.0811809,0.797094,35657.6,aurora;bill;parkland;trump;kill;violenc;polic;democrat;school;hous,nation;firearm;kill;school;mosqu;two;attack;christchurch;zealand;polic
GunControl,all,Feb_Mar,2093,2213,nouns,6039,0.111937,0.754677,33076.8,people;control;house;state;year;police;law;violence;school;shooting,year;christchurch;police;mosque;people;new;law;zealand;shooting;control
GunControl,all,Feb_Apr,2093,1480,tokens,6511,0.0785113,0.863353,27414.8,presid;aurora;parkland;trump;new;kill;bill;school;hous;democrat,firearm;man;hous;shot;kill;old;new;bill;school;two
GunControl,all,Feb_Apr,2093,1480,nouns,5514,0.104494,0.871849,24560.1,people;state;law;school;police;house;control;violence;shooting;year,bill;people;school;new;shooting;violence;year;police;control;law
GunControl,all,Feb_May,2093,1594,tokens,6641,0.0814764,0.845113,30073.6,parkland;bill;peopl;kill;democrat;polic;new;hous;trump;school,shot;firearm;peopl;democrat;school;new;two;polic;student;kill
GunControl,all,Feb_May,2093,1594,nouns,5620,0.111224,0.837768,27096.2,people;state;school;law;house;violence;police;year;control;shooting,man;people;school;law;violence;year;shooting;student;control;police
GunControl,all,Feb_Jun,2093,1322,tokens,6337,0.086822,0.802518,28011.2,check;presid;aurora;parkland;bill;trump;democrat;hous;school;new,man;call;offic;democrat;new;shot;say;citi;virginia;beach
GunControl,all,Feb_Jun,2093,1322,nouns,5343,0.11654,0.810533,25402.3,people;state;law;shooting;control;year;police;violence;school;house,law;city;year;beach;control;people;violence;virginia;shooting;police
GunControl,all,Feb_Jul,2093,1146,tokens,6197,0.0989229,0.775555,29145.8,aurora;one;school;new;'s;parkland;democrat;bill;trump;hous,democrat;one;shot;old;man;california;new;festiv;'s;gilroy
GunControl,all,Feb_Jul,2093,1146,nouns,5128,0.131856,0.787677,26041.9,people;school;law;state;house;violence;control;year;police;shooting,man;gilroy;control;year;violence;shooting;police;people;festival;law
GunControl,all,Feb_Aug,2093,5346,tokens,9121,0.0862249,0.793227,53172,parkland;one;state;hous;kill;school;new;democrat;polic;bill,state;democrat;ohio;call;polic;paso;el;dayton;kill;texa
GunControl,all,Feb_Aug,2093,5346,nouns,8108,0.117443,0.770226,49203.9,people;state;violence;school;house;law;shooting;control;year;police,law;president;police;el;violence;paso;control;people;trump;shooting
GunControl,all,Feb_Sep,2093,2509,tokens,7365,0.0868829,0.828796,40571.7,parkland;one;bill;trump;school;new;kill;democrat;polic;hous,say;report;kill;trump;mass;new;polic;one;democrat;texa
GunControl,all,Feb_Sep,2093,2509,nouns,6305,0.117737,0.819938,36347.8,people;law;control;police;house;year;shooting;school;state;violence,state;year;police;trump;law;violence;texas;people;shooting;control
GunControl,all,Mar_Apr,2213,1480,tokens,6639,0.0659827,0.876945,23833,violenc;nation;kill;attack;christchurch;firearm;school;mosqu;zealand;polic,firearm;man;hous;polic;violenc;old;shot;bill;kill;school
GunControl,all,Mar_Apr,2213,1480,nouns,5607,0.0876158,0.864579,21344.2,year;christchurch;mosque;police;people;control;shooting;zealand;new;law,bill;people;school;violence;law;new;year;control;shooting;police
GunControl,all,Mar_May,2213,1594,tokens,6816,0.0848875,0.793304,31991.6,violenc;nation;attack;firearm;school;kill;christchurch;polic;mosqu;zealand,report;say;violenc;kill;democrat;firearm;polic;shot;student;school
GunControl,all,Mar_May,2213,1594,nouns,5728,0.115136,0.760265,29030.1,year;law;zealand;new;police;shooting;people;control;christchurch;mosque,man;violence;people;police;law;year;student;control;shooting;school
GunControl,all,Mar_Jun,2213,1322,tokens,6514,0.0925498,0.7532,30589.2,say;ban;mosqu;christchurch;school;zealand;nation;firearm;attack;violenc,man;call;shot;democrat;offic;say;citi;violenc;virginia;beach
GunControl,all,Mar_Jun,2213,1322,nouns,5464,0.123182,0.728397,27647,year;christchurch;mosque;new;people;police;control;shooting;law;zealand,law;shooting;year;city;control;police;beach;people;violence;virginia
GunControl,all,Mar_Jul,2213,1146,tokens,6365,0.0963988,0.752451,28926.9,say;ban;attack;violenc;zealand;mosqu;firearm;nation;christchurch;school,citi;garlic;shot;california;democrat;man;old;festiv;gilroy;violenc
GunControl,all,Mar_Jul,2213,1146,nouns,5259,0.126697,0.756319,25952.5,year;christchurch;mosque;control;new;zealand;people;police;shooting;law,man;gilroy;law;festival;control;year;shooting;police;people;violence
GunControl,all,Mar_Aug,2213,5346,tokens,9244,0.0924804,0.719203,60841.5,firearm;school;attack;christchurch;one;polic;state;zealand;two;mosqu,democrat;ohio;call;texa;dayton;polic;trump;presid;paso;el
GunControl,all,Mar_Aug,2213,5346,nouns,8160,0.127002,0.673289,56650.6,year;christchurch;mosque;control;people;zealand;new;law;police;shooting,law;president;police;paso;control;people;shooting;violence;el;trump
GunControl,all,Mar_Sep,2213,2509,tokens,7519,0.0910405,0.770777,43910.2,nation;firearm;school;attack;zealand;two;mosqu;polic;one;christchurch,presid;call;say;report;one;polic;democrat;texa;trump;violenc
GunControl,all,Mar_Sep,2213,2509,nouns,6415,0.123597,0.740285,39833.9,year;shooting;new;control;people;christchurch;mosque;police;law;zealand,state;year;police;law;control;texas;trump;shooting;violence;people
GunControl,all,Apr_May,1480,1594,tokens,6194,0.0702356,0.892345,22018.7,old;two;shot;kill;bill;school;state;violenc;polic;new,firearm;democrat;kill;state;new;two;school;student;polic;violenc
GunControl,all,Apr_May,1480,1594,nouns,5145,0.0946109,0.879829,19346.5,bill;people;new;violence;shooting;police;law;year;school;control,man;people;violence;police;law;student;year;shooting;control;school
GunControl,all,Apr_Jun,1480,1322,tokens,5853,0.0793675,0.85192,22080.2,firearm;man;hous;two;old;shot;new;bill;school;state,call;offic;virginia;new;democrat;shot;beach;state;say;citi
GunControl,all,Apr_Jun,1480,1322,nouns,4813,0.104854,0.849023,19479,bill;people;school;shooting;new;violence;year;law;control;police,law;city;year;control;people;shooting;virginia;violence;police;beach
GunControl,all,Apr_Jul,1480,1146,tokens,5697,0.0820406,0.851821,20970.9,man;old;hous;two;shot;bill;new;state;school;one,democrat;one;man;california;new;shot;state;festiv;old;gilroy
GunControl,all,Apr_Jul,1480,1146,nouns,4636,0.109417,0.854203,18632.1,bill;new;people;school;shooting;year;law;violence;control;police,man;gilroy;festival;law;control;people;year;violence;shooting;police
GunControl,all,Apr_Aug,1480,5346,tokens,8838,0.0826109,0.84867,39703.9,old;bill;school;shot;state;one;kill;two;polic;new,new;us;state;democrat;ohio;call;texa;polic;kill;dayton
GunControl,all,Apr_Aug,1480,5346,nouns,7774,0.120114,0.763385,38725.3,bill;people;school;shooting;new;violence;police;control;year;law,law;president;paso;police;el;violence;people;trump;control;shooting
GunControl,all,Apr_Sep,1480,2509,tokens,6951,0.0860617,0.834693,32687.8,hous;old;bill;one;kill;two;shot;school;polic;new,say;report;one;democrat;kill;trump;polic;mass;texa;new
GunControl,all,Apr_Sep,1480,2509,nouns,5884,0.116004,0.826994,29019.4,bill;people;school;new;shooting;police;law;control;violence;year,state;year;police;law;trump;violence;shooting;people;control;texas
GunControl,all,May_Jun,1594,1322,tokens,6005,0.0801648,0.807759,23096.1,report;say;new;state;firearm;shot;democrat;two;student;school,call;offic;say;democrat;shot;state;beach;virginia;citi;new
GunControl,all,May_Jun,1594,1322,nouns,4975,0.105838,0.795802,20237.5,man;people;control;shooting;police;year;violence;law;school;student,law;city;year;beach;violence;police;people;shooting;control;virginia
GunControl,all,May_Jul,1594,1146,tokens,5844,0.0893119,0.789627,23415.6,report;say;shot;firearm;new;student;two;democrat;school;state,garlic;shot;man;old;gilroy;democrat;state;new;california;festiv
GunControl,all,May_Jul,1594,1146,nouns,4755,0.117981,0.785628,20606.6,man;people;violence;police;law;shooting;student;control;year;school,man;police;gilroy;festival;people;year;violence;law;shooting;control
GunControl,all,May_Aug,1594,5346,tokens,8931,0.0862632,0.791039,44660.8,firearm;democrat;kill;new;one;school;polic;student;two;state,us;state;democrat;ohio;kill;dayton;call;texa;trump;polic
GunControl,all,May_Aug,1594,5346,nouns,7839,0.125959,0.722167,43066.7,man;people;violence;police;law;control;year;student;school;shooting,law;control;people;violence;trump;president;shooting;paso;el;police
GunControl,all,May_Sep,1594,2509,tokens,7077,0.090061,0.793265,36191.7,shot;state;kill;democrat;student;school;new;polic;firearm;two,say;report;kill;democrat;mass;texa;state;polic;new;trump
GunControl,all,May_Sep,1594,2509,nouns,5957,0.12215,0.782981,32036,man;year;police;school;control;shooting;student;violence;people;law,state;year;law;police;people;control;texas;violence;trump;shooting
GunControl,all,Jun_Jul,1322,1146,tokens,5481,0.0720227,0.870146,17497.1,say;virginia;shot;beach;one;democrat;state;new;'s;citi,one;man;california;state;'s;old;festiv;shot;gilroy;new
GunControl,all,Jun_Jul,1322,1146,nouns,4402,0.0950112,0.879274,15281.9,law;city;year;police;shooting;violence;virginia;beach;people;control,man;gilroy;festival;law;shooting;violence;year;control;people;police
GunControl,all,Jun_Aug,1322,5346,tokens,8706,0.0813785,0.829996,35567.7,say;democrat;one;new;shot;citi;beach;virginia;state;polic,two;new;us;democrat;state;ohio;call;dayton;polic;texa
GunControl,all,Jun_Aug,1322,5346,nouns,7593,0.117219,0.760326,34344.2,law;city;year;beach;people;control;shooting;violence;police;virginia,law;violence;police;president;control;paso;el;people;shooting;trump
GunControl,all,Jun_Sep,1322,2509,tokens,6776,0.0885489,0.807167,30921.5,offic;say;democrat;one;new;beach;virginia;shot;citi;polic,presid;call;report;one;say;new;polic;democrat;trump;texa
GunControl,all,Jun_Sep,1322,2509,nouns,5672,0.117733,0.803038,27300.6,law;city;year;beach;control;people;violence;shooting;virginia;police,state;year;police;trump;shooting;law;people;violence;control;texas
GunControl,all,Jul_Aug,1146,5346,tokens,8563,0.0855363,0.818563,32544.8,one;man;california;state;polic;shot;new;festiv;old;gilroy,two;new;state;dayton;polic;texa;call;ohio;us;democrat
GunControl,all,Jul_Aug,1146,5346,nouns,7422,0.122216,0.757176,31307.6,man;police;gilroy;shooting;violence;year;control;law;festival;people,law;president;police;paso;el;people;control;shooting;trump;violence
GunControl,all,Jul_Sep,1146,2509,tokens,6645,0.092491,0.795247,29109.4,one;man;old;gilroy;shot;festiv;polic;state;california;new,call;trump;say;texa;democrat;report;new;polic;state;one
GunControl,all,Jul_Sep,1146,2509,nouns,5478,0.122563,0.798226,25529.6,man;gilroy;festival;people;law;year;shooting;control;police;violence,state;year;police;law;trump;violence;people;shooting;texas;control
GunControl,all,Aug_Sep,5346,2509,tokens,9346,0.0568262,0.914279,39508.4,nation;two;ohio;polic;democrat;new;dayton;state;call;us,firearm;would;polic;say;call;one;new;report;democrat;state
GunControl,all,Aug_Sep,5346,2509,nouns,8271,0.0781008,0.890149,37064.8,law;president;police;el;trump;paso;violence;people;shooting;control,state;year;police;trump;law;violence;people;shooting;texas;control
GunControl,ER,Jan_Feb,89,128,tokens,1410,0.164805,0.72949,3063.69,hous;polic;ban;kill;crime;one;firearm;illeg;new;peopl,one;shoot;man;violenc;new;news;presid;sheriff;hous;trump
GunControl,ER,Jan_Feb,89,128,nouns,923,0.180401,0.767098,2132.81,shooting;house;police;crime;law;year;state;people;firearm;control,shooting;violence;year;state;law;president;trump;control;democrats;house
GunControl,ER,Jan_Mar,89,128,tokens,1371,0.185849,0.67894,3343.82,school;bill;alien;old;ban;kill;year;;illeg;crime,said;would;hous;mosqu;right;counti;maryland;bill;zealand;nation
GunControl,ER,Jan_Mar,89,128,nouns,922,0.207752,0.705486,2444.44,school;house;police;crime;law;firearm;control;state;people;year,maryland;shooting;firearm;bill;zealand;people;law;county;new;control
GunControl,ER,Jan_Apr,89,71,tokens,1125,0.179595,0.730547,2294.3,old;polic;ban;peopl;crime;kill;firearm;new;illeg;democrat,day;american;bill;democrat;chicago;polic;shoot;school;time;new
GunControl,ER,Jan_Apr,89,71,nouns,723,0.196358,0.758028,1556.94,shooting;house;police;people;law;year;control;state;firearm;crime,law;school;state;time;new;year;shooting;bill;police;control
GunControl,ER,Jan_May,89,96,tokens,1276,0.191953,0.677262,3007.5,polic;call;hous;ban;kill;crime;illeg;;peopl;firearm,amend;anti;presid;said;colorado;booker;polic;student;right;school
GunControl,ER,Jan_May,89,96,nouns,824,0.211911,0.725126,2097.73,bill;police;house;crime;year;law;state;firearm;people;control,colorado;booker;police;right;year;student;control;school;shooting;law
GunControl,ER,Jan_Jun,89,69,tokens,1082,0.195958,0.678953,2456.67,call;american;bill;shoot;kill;crime;illeg;new;firearm;ban,trump;america;presid;bill;virginia;beach;presidenti;shoot;kill;new
GunControl,ER,Jan_Jun,89,69,nouns,699,0.21047,0.710689,1683.84,shooting;police;house;firearm;state;year;people;law;control;crime,law;president;america;virginia;beach;year;shooting;bill;control;people
GunControl,ER,Jan_Jul,89,69,tokens,1118,0.199693,0.65003,2681.47,old;school;polic;bill;ban;firearm;illeg;;crime;new,dead;polic;mass;said;attack;new;citi;chicago;trump;violenc
GunControl,ER,Jan_Jul,89,69,nouns,743,0.224568,0.694939,1958.17,shooting;law;control;year;firearm;police;state;people;house;crime,trump;new;violence;year;people;shooting;control;city;chicago;law
GunControl,ER,Jan_Aug,89,364,tokens,2133,0.194589,0.675183,5087.01,old;polic;bill;crime;year;one;firearm;new;ban;illeg,senat;call;said;violenc;presid;polic;shooter;red;dayton;flag
GunControl,ER,Jan_Aug,89,364,nouns,1483,0.231621,0.646385,3992.8,school;house;police;control;state;law;people;year;crime;firearm,police;law;dayton;people;trump;shooting;paso;el;control;president
GunControl,ER,Jan_Sep,89,269,tokens,1884,0.186796,0.704488,4629.6,kill;ban;year;new;firearm;one;illeg;law;state;crime,cruz;presid;call;trump;said;senat;chicago;texa;mass;law
GunControl,ER,Jan_Sep,89,269,nouns,1281,0.216429,0.713423,3398.14,school;police;house;law;crime;firearm;state;people;year;control,violence;president;control;cruz;law;chicago;shooting;people;texas;trump
GunControl,ER,Feb_Mar,128,128,tokens,1530,0.172471,0.711689,3942.05,news;one;pass;man;presid;trump;hous;sheriff;violenc;year,would;mosqu;hous;maryland;right;firearm;bill;zealand;nation;counti
GunControl,ER,Feb_Mar,128,128,nouns,1006,0.198042,0.727861,2930.33,shooting;violence;year;law;control;president;house;state;trump;democrats,shooting;county;zealand;law;control;bill;maryland;firearm;people;new
GunControl,ER,Feb_Apr,128,71,tokens,1310,0.189257,0.698938,2852.41,news;pass;sheriff;one;man;new;hous;violenc;trump;presid,murder;day;american;chicago;polic;bill;school;time;new;one
GunControl,ER,Feb_Apr,128,71,nouns,835,0.210631,0.740814,1985.35,shooting;violence;year;law;state;trump;president;control;house;democrats,law;police;bill;time;shooting;state;school;year;new;control
GunControl,ER,Feb_May,128,96,tokens,1434,0.186971,0.670343,3587.29,said;one;news;violenc;sheriff;pass;man;presid;trump;hous,said;colorado;polic;one;booker;presid;anti;student;school;right
GunControl,ER,Feb_May,128,96,nouns,915,0.207094,0.733604,2518.23,shooting;violence;year;law;president;state;trump;house;control;democrats,colorado;booker;police;right;student;law;year;shooting;school;control
GunControl,ER,Feb_Jun,128,69,tokens,1279,0.192892,0.685823,2933.16,pass;one;man;sheriff;new;year;violenc;hous;trump;presid,presidenti;america;peopl;presid;new;year;kill;bill;virginia;beach
GunControl,ER,Feb_Jun,128,69,nouns,816,0.212111,0.739866,2034.25,shooting;violence;year;control;democrats;law;president;trump;state;house,america;president;law;people;shooting;control;virginia;bill;year;beach
GunControl,ER,Feb_Jul,128,69,tokens,1297,0.198867,0.64418,3251.72,pass;news;one;man;hous;sheriff;new;presid;trump;violenc,polic;mass;attack;trump;violenc;peopl;kill;chicago;citi;new
GunControl,ER,Feb_Jul,128,69,nouns,855,0.226683,0.692164,2408.32,shooting;violence;year;state;law;president;house;trump;control;democrats,new;trump;violence;year;people;law;city;control;shooting;chicago
GunControl,ER,Feb_Aug,128,364,tokens,2262,0.174132,0.671758,6149.75,said;one;news;pass;year;man;sheriff;hous;new;violenc,call;violenc;red;kill;polic;dayton;el;shooter;paso;flag
GunControl,ER,Feb_Aug,128,364,nouns,1578,0.206761,0.703977,4823.66,shooting;violence;year;state;trump;democrats;president;control;law;house,police;dayton;law;president;el;trump;people;paso;control;shooting
GunControl,ER,Feb_Sep,128,269,tokens,2007,0.169715,0.717351,5506.49,pass;man;year;sheriff;presid;trump;new;state;violenc;hous,polic;take;call;cruz;presid;trump;senat;mass;chicago;texa
GunControl,ER,Feb_Sep,128,269,nouns,1360,0.202105,0.753886,4186.72,shooting;violence;year;law;president;state;trump;house;control;democrats,violence;president;cruz;trump;law;chicago;control;people;texas;shooting
GunControl,ER,Mar_Apr,128,71,tokens,1240,0.180937,0.678537,2699.09,would;hous;mosqu;counti;nation;right;bill;zealand;firearm;maryland,kill;american;year;day;polic;school;bill;one;chicago;time
GunControl,ER,Mar_Apr,128,71,nouns,797,0.203913,0.725359,1909.06,maryland;shooting;firearm;bill;zealand;law;county;control;new;people,state;law;police;bill;time;school;shooting;new;control;year
GunControl,ER,Mar_May,128,96,tokens,1357,0.190819,0.650987,3576.45,one;would;hous;mosqu;maryland;bill;firearm;nation;zealand;counti,said;anti;presid;one;colorado;student;booker;polic;school;year
GunControl,ER,Mar_May,128,96,nouns,911,0.218779,0.684452,2661.17,shooting;maryland;law;bill;zealand;new;county;firearm;control;people,colorado;booker;police;right;student;law;year;shooting;control;school
GunControl,ER,Mar_Jun,128,69,tokens,1219,0.204492,0.644802,3029.17,would;mosqu;hous;right;maryland;nation;bill;counti;zealand;firearm,ban;trump;presidenti;america;presid;kill;year;bill;beach;virginia
GunControl,ER,Mar_Jun,128,69,nouns,797,0.234689,0.678624,2226.93,shooting;maryland;firearm;control;zealand;law;bill;new;county;people,america;president;law;people;shooting;year;bill;virginia;beach;control
GunControl,ER,Mar_Jul,128,69,tokens,1237,0.188547,0.651979,3059.81,would;hous;mosqu;maryland;bill;counti;zealand;nation;right;firearm,said;attack;mass;trump;polic;citi;violenc;kill;year;chicago
GunControl,ER,Mar_Jul,128,69,nouns,839,0.21603,0.691082,2311.78,maryland;shooting;zealand;control;new;people;bill;firearm;county;law,trump;police;violence;law;year;chicago;people;city;shooting;control
GunControl,ER,Mar_Aug,128,364,tokens,2226,0.18952,0.606305,6727.62,mosqu;hous;maryland;bill;firearm;nation;new;zealand;right;counti,call;violenc;red;kill;el;polic;flag;paso;dayton;shooter
GunControl,ER,Mar_Aug,128,364,nouns,1554,0.228872,0.613555,5386.7,shooting;maryland;firearm;zealand;law;county;new;people;bill;control,police;dayton;president;people;paso;trump;law;shooting;control;el
GunControl,ER,Mar_Sep,128,269,tokens,1967,0.175251,0.660638,5580.95,mosqu;nation;right;hous;counti;state;zealand;firearm;bill;maryland,violenc;call;polic;cruz;chicago;presid;trump;senat;texa;mass
GunControl,ER,Mar_Sep,128,269,nouns,1341,0.207863,0.679075,4332.96,shooting;maryland;firearm;bill;county;people;law;zealand;control;new,beto;president;shooting;chicago;people;trump;control;law;texas;cruz
GunControl,ER,Apr_May,71,96,tokens,1138,0.186054,0.694856,2405.52,kill;synagogu;polic;american;chicago;day;time;bill;school;,amend;anti;presid;colorado;said;booker;polic;student;school;right
GunControl,ER,Apr_May,71,96,nouns,691,0.19037,0.75559,1524.17,state;police;law;year;time;control;shooting;new;school;bill,colorado;right;booker;year;school;shooting;law;student;police;control
GunControl,ER,Apr_Jun,71,69,tokens,962,0.190533,0.678617,2053.12,synagogu;american;school;year;bill;chicago;new;time;day;polic,presid;america;new;presidenti;peopl;kill;virginia;bill;beach;year
GunControl,ER,Apr_Jun,71,69,nouns,579,0.202004,0.724043,1346.54,state;police;shooting;law;year;bill;new;time;school;control,president;law;america;people;shooting;virginia;year;beach;bill;control
GunControl,ER,Apr_Jul,71,69,tokens,985,0.174356,0.699673,2019.81,chicago;american;polic;day;bill;new;school;;one;time,polic;attack;new;mass;peopl;violenc;citi;chicago;kill;trump
GunControl,ER,Apr_Jul,71,69,nouns,616,0.182648,0.737453,1323.93,police;law;school;year;bill;shooting;time;state;control;new,trump;new;city;year;shooting;people;chicago;control;violence;law
GunControl,ER,Apr_Aug,71,364,tokens,2067,0.201798,0.692617,4159.35,chicago;day;year;time;polic;one;state;new;school;bill,state;said;call;red;violenc;shooter;senat;polic;dayton;flag
GunControl,ER,Apr_Aug,71,364,nouns,1400,0.234246,0.659394,3083.5,state;year;law;control;school;new;shooting;time;police;bill,police;president;paso;dayton;law;el;control;people;trump;shooting
GunControl,ER,Apr_Sep,71,269,tokens,1800,0.193627,0.711843,3782.3,chicago;polic;bill;one;state;law;school;time;new;year,polic;presid;cruz;call;chicago;mass;trump;senat;law;texa
GunControl,ER,Apr_Sep,71,269,nouns,1190,0.225729,0.712767,2713.02,police;shooting;new;bill;state;time;law;school;year;control,beto;president;cruz;law;trump;chicago;control;shooting;people;texas
GunControl,ER,May_Jun,96,69,tokens,1129,0.2049,0.624338,2671.97,said;booker;polic;anti;colorado;one;right;school;student;presid,ban;trump;presidenti;america;presid;peopl;virginia;beach;bill;kill
GunControl,ER,May_Jun,96,69,nouns,709,0.223075,0.693557,1842.09,colorado;booker;police;year;shooting;student;school;control;law;right,president;law;bill;year;virginia;america;control;beach;people;shooting
GunControl,ER,May_Jul,96,69,tokens,1120,0.200404,0.620011,2810.72,anti;presid;one;colorado;new;school;student;right;polic;booker,polic;mass;said;trump;violenc;kill;peopl;chicago;citi;new
GunControl,ER,May_Jul,96,69,nouns,724,0.219868,0.663557,1964.09,colorado;school;year;right;police;control;student;shooting;booker;law,police;trump;city;law;shooting;violence;people;chicago;year;control
GunControl,ER,May_Aug,96,364,tokens,2190,0.195541,0.667282,5528.59,one;colorado;polic;booker;state;student;new;school;year;right,senat;violenc;said;call;red;shooter;flag;kill;polic;dayton
GunControl,ER,May_Aug,96,364,nouns,1503,0.236082,0.6482,4266.8,colorado;law;year;school;police;booker;control;right;shooting;student,police;law;dayton;president;paso;el;people;shooting;control;trump
GunControl,ER,May_Sep,96,269,tokens,1879,0.187359,0.687307,4854.49,colorado;booker;state;polic;new;student;law;year;right;school,polic;call;cruz;presid;texa;chicago;law;senat;mass;trump
GunControl,ER,May_Sep,96,269,nouns,1252,0.218821,0.72211,3542.84,colorado;booker;right;police;student;law;year;shooting;school;control,violence;texas;shooting;trump;president;control;law;cruz;people;chicago
GunControl,ER,Jun_Jul,69,69,tokens,943,0.182568,0.67267,2082.54,second;trump;bill;year;beach;presidenti;presid;virginia;new;america,said;attack;citi;trump;mass;violenc;polic;new;chicago;year
GunControl,ER,Jun_Jul,69,69,nouns,600,0.198736,0.716931,1452.9,president;beach;shooting;year;bill;control;law;america;people;virginia,new;city;shooting;year;control;law;people;police;violence;chicago
GunControl,ER,Jun_Aug,69,364,tokens,2034,0.217451,0.636348,4413.59,citi;would;virginia;year;america;new;bill;second;presidenti;beach,one;senat;said;violenc;call;red;shooter;dayton;polic;flag
GunControl,ER,Jun_Aug,69,364,nouns,1408,0.250604,0.644829,3396.78,law;president;america;shooting;year;beach;bill;virginia;control;people,police;dayton;control;paso;people;law;president;el;trump;shooting
GunControl,ER,Jun_Sep,69,269,tokens,1761,0.200995,0.686882,3895.81,presidenti;america;kill;beach;bill;year;new;law;virginia;state,beto;cruz;call;presid;mass;senat;chicago;texa;law;trump
GunControl,ER,Jun_Sep,69,269,nouns,1166,0.227516,0.72676,2800.08,america;law;year;shooting;president;bill;control;beach;virginia;people,violence;president;cruz;trump;law;control;people;chicago;texas;shooting
GunControl,ER,Jul_Aug,69,364,tokens,2067,0.200038,0.688125,4465.14,gilroy;attack;polic;dead;state;citi;violenc;year;new;chicago,one;senat;state;call;violenc;red;flag;polic;shooter;dayton
GunControl,ER,Jul_Aug,69,364,nouns,1425,0.236989,0.674278,3611.27,police;trump;violence;law;city;shooting;year;people;chicago;control,police;dayton;law;president;paso;el;people;trump;control;shooting
GunControl,ER,Jul_Sep,69,269,tokens,1782,0.195906,0.693007,4151.42,polic;state;trump;citi;chicago;new;law;kill;violenc;year,beto;senat;call;presid;violenc;cruz;chicago;law;trump;texa
GunControl,ER,Jul_Sep,69,269,nouns,1206,0.22251,0.726857,3082.63,new;trump;violence;law;city;control;chicago;year;shooting;people,violence;cruz;president;trump;law;chicago;shooting;control;people;texas
GunControl,ER,Aug_Sep,364,269,tokens,2604,0.12359,0.787356,7302.21,violenc;red;flag;kill;polic;shooter;dayton;presid;el;paso,beto;cruz;texa;senat;violenc;take;presid;chicago;call;polic
GunControl,ER,Aug_Sep,364,269,nouns,1836,0.148154,0.803036,5715.15,police;law;dayton;president;shooting;el;paso;people;trump;control,violence;president;cruz;trump;law;control;chicago;people;texas;shooting
