k,comp1,comp2,Hop,comp,Features,bacc.protos,se.protos,bacc.svm,se.svm,n,corr,correlation,diff,by
16,May,Sep,4,May-Sep,SBERT,0.5673,0.006,0.6531,0.0066,30,0.592,moderate (.4 .6],0.0858,Month
16,Jun,Jul,1,Jun-Jul,BoW,0.5423,0.0031,0.6321,0.0058,30,0.2505,low (.2 .4],0.0899,Month
16,Jun,Jul,1,Jun-Jul,SBERT,0.5385,0.0043,0.6081,0.0042,30,0.5239,moderate (.4 .6],0.0696,Month
16,Jun,Aug,2,Jun-Aug,BoW,0.572,0.0068,0.6764,0.0077,30,0.7022,strong (.6 .8],0.1044,Month
16,Jun,Aug,2,Jun-Aug,SBERT,0.5656,0.0057,0.6468,0.0081,30,0.8118,very strong (.8 1],0.0812,Month
16,Jun,Sep,3,Jun-Sep,BoW,0.5884,0.0058,0.6884,0.0078,30,0.5596,moderate (.4 .6],0.1,Month
16,Jun,Sep,3,Jun-Sep,SBERT,0.5737,0.0059,0.6507,0.0081,30,0.6915,strong (.6 .8],0.0771,Month
16,Jul,Aug,1,Jul-Aug,BoW,0.5589,0.0078,0.6502,0.0077,30,0.7541,strong (.6 .8],0.0913,Month
16,Jul,Aug,1,Jul-Aug,SBERT,0.5484,0.0073,0.6197,0.0082,30,0.8894,very strong (.8 1],0.0713,Month
16,Jul,Sep,2,Jul-Sep,BoW,0.5785,0.006,0.6815,0.0071,30,0.5841,moderate (.4 .6],0.103,Month
16,Jul,Sep,2,Jul-Sep,SBERT,0.5622,0.0052,0.6387,0.0068,30,0.6959,strong (.6 .8],0.0765,Month
16,Aug,Sep,1,Aug-Sep,BoW,0.5591,0.0052,0.659,0.0085,30,0.676,strong (.6 .8],0.0999,Month
16,Aug,Sep,1,Aug-Sep,SBERT,0.5472,0.0045,0.6138,0.0079,30,0.5048,moderate (.4 .6],0.0666,Month
32,Jan,Feb,1,Jan-Feb,BoW,0.5755,0.0063,0.6333,0.0068,30,0.6926,strong (.6 .8],0.0578,Month
32,Jan,Feb,1,Jan-Feb,SBERT,0.5543,0.0061,0.6025,0.0071,30,0.7971,strong (.6 .8],0.0482,Month
32,Jan,Mar,2,Jan-Mar,BoW,0.5916,0.0065,0.6634,0.0077,30,0.6869,strong (.6 .8],0.0718,Month
32,Jan,Mar,2,Jan-Mar,SBERT,0.5653,0.0053,0.6222,0.0076,30,0.7279,strong (.6 .8],0.057,Month
32,Jan,Apr,3,Jan-Apr,BoW,0.5978,0.0071,0.6691,0.0102,30,0.6979,strong (.6 .8],0.0712,Month
32,Jan,Apr,3,Jan-Apr,SBERT,0.5702,0.0067,0.634,0.0093,30,0.7839,strong (.6 .8],0.0638,Month
32,Jan,May,4,Jan-May,BoW,0.598,0.007,0.6763,0.0077,30,0.701,strong (.6 .8],0.0783,Month
32,Jan,May,4,Jan-May,SBERT,0.575,0.0057,0.6356,0.0079,30,0.7936,strong (.6 .8],0.0607,Month
32,Jan,Jun,5,Jan-Jun,BoW,0.6077,0.0059,0.6833,0.0072,30,0.6411,strong (.6 .8],0.0756,Month
32,Jan,Jun,5,Jan-Jun,SBERT,0.5831,0.0056,0.6487,0.0075,30,0.6776,strong (.6 .8],0.0656,Month
32,Jan,Jul,6,Jan-Jul,BoW,0.607,0.0072,0.6864,0.0082,30,0.7427,strong (.6 .8],0.0794,Month
32,Jan,Jul,6,Jan-Jul,SBERT,0.5833,0.007,0.6432,0.0074,30,0.6872,strong (.6 .8],0.0598,Month
32,Jan,Aug,7,Jan-Aug,BoW,0.6119,0.0083,0.694,0.0097,30,0.7703,strong (.6 .8],0.0822,Month
32,Jan,Aug,7,Jan-Aug,SBERT,0.5871,0.0065,0.6607,0.0083,30,0.806,very strong (.8 1],0.0737,Month
32,Jan,Sep,8,Jan-Sep,BoW,0.6288,0.0076,0.6998,0.0092,30,0.7663,strong (.6 .8],0.0711,Month
32,Jan,Sep,8,Jan-Sep,SBERT,0.5976,0.0073,0.6602,0.01,30,0.8562,very strong (.8 1],0.0626,Month
32,Feb,Mar,1,Feb-Mar,BoW,0.5765,0.0088,0.6464,0.0107,30,0.7885,strong (.6 .8],0.0699,Month
32,Feb,Mar,1,Feb-Mar,SBERT,0.5609,0.0081,0.616,0.0099,30,0.8887,very strong (.8 1],0.0551,Month
32,Feb,Apr,2,Feb-Apr,BoW,0.6032,0.0078,0.6792,0.0091,30,0.7998,strong (.6 .8],0.0761,Month
32,Feb,Apr,2,Feb-Apr,SBERT,0.5749,0.0054,0.6328,0.0069,30,0.7517,strong (.6 .8],0.0579,Month
32,Feb,May,3,Feb-May,BoW,0.6002,0.0067,0.6772,0.0075,30,0.701,strong (.6 .8],0.0769,Month
32,Feb,May,3,Feb-May,SBERT,0.5772,0.0056,0.6407,0.0065,30,0.6902,strong (.6 .8],0.0635,Month
32,Feb,Jun,4,Feb-Jun,BoW,0.6143,0.0078,0.6891,0.0076,30,0.6417,strong (.6 .8],0.0749,Month
32,Feb,Jun,4,Feb-Jun,SBERT,0.5857,0.0062,0.6471,0.0068,30,0.7724,strong (.6 .8],0.0614,Month
32,Feb,Jul,5,Feb-Jul,BoW,0.6178,0.0076,0.6937,0.008,30,0.6367,strong (.6 .8],0.076,Month
32,Feb,Jul,5,Feb-Jul,SBERT,0.5852,0.0059,0.6472,0.0063,30,0.6655,strong (.6 .8],0.062,Month
32,Feb,Aug,6,Feb-Aug,BoW,0.6155,0.008,0.7026,0.009,30,0.8228,very strong (.8 1],0.0871,Month
32,Feb,Aug,6,Feb-Aug,SBERT,0.5855,0.0064,0.6583,0.0086,30,0.8513,very strong (.8 1],0.0728,Month
32,Feb,Sep,7,Feb-Sep,BoW,0.6355,0.0074,0.7062,0.0094,30,0.7002,strong (.6 .8],0.0707,Month
32,Feb,Sep,7,Feb-Sep,SBERT,0.5981,0.0058,0.6658,0.0081,30,0.6186,strong (.6 .8],0.0677,Month
32,Mar,Apr,1,Mar-Apr,BoW,0.5786,0.0065,0.6459,0.0078,30,0.5706,moderate (.4 .6],0.0674,Month
32,Mar,Apr,1,Mar-Apr,SBERT,0.5587,0.0056,0.6117,0.0074,30,0.7705,strong (.6 .8],0.0529,Month
32,Mar,May,2,Mar-May,BoW,0.5791,0.0075,0.6621,0.0058,30,0.628,strong (.6 .8],0.0829,Month
32,Mar,May,2,Mar-May,SBERT,0.5599,0.0059,0.6198,0.0058,30,0.7137,strong (.6 .8],0.0599,Month
32,Mar,Jun,3,Mar-Jun,BoW,0.6084,0.0075,0.6861,0.0059,30,0.594,moderate (.4 .6],0.0777,Month
32,Mar,Jun,3,Mar-Jun,SBERT,0.5839,0.0066,0.642,0.006,30,0.6035,strong (.6 .8],0.0581,Month
32,Mar,Jul,4,Mar-Jul,BoW,0.6002,0.006,0.6868,0.0056,30,0.592,moderate (.4 .6],0.0866,Month
32,Mar,Jul,4,Mar-Jul,SBERT,0.5787,0.0067,0.6444,0.0065,30,0.6931,strong (.6 .8],0.0657,Month
32,Mar,Aug,5,Mar-Aug,BoW,0.6089,0.0093,0.6934,0.0103,30,0.8259,very strong (.8 1],0.0845,Month
32,Mar,Aug,5,Mar-Aug,SBERT,0.583,0.0093,0.6528,0.0109,30,0.8707,very strong (.8 1],0.0698,Month
32,Mar,Sep,6,Mar-Sep,BoW,0.6235,0.0086,0.7015,0.0101,30,0.79,strong (.6 .8],0.078,Month
32,Mar,Sep,6,Mar-Sep,SBERT,0.6012,0.0076,0.6625,0.0078,30,0.8,very strong (.8 1],0.0613,Month
32,Apr,May,1,Apr-May,BoW,0.5681,0.0053,0.6391,0.0067,30,0.6996,strong (.6 .8],0.071,Month
32,Apr,May,1,Apr-May,SBERT,0.5443,0.0043,0.5977,0.0065,30,0.695,strong (.6 .8],0.0534,Month
32,Apr,Jun,2,Apr-Jun,BoW,0.5971,0.0058,0.6755,0.0079,30,0.6648,strong (.6 .8],0.0784,Month
32,Apr,Jun,2,Apr-Jun,SBERT,0.5714,0.0055,0.634,0.0078,30,0.7957,strong (.6 .8],0.0627,Month
32,Apr,Jul,3,Apr-Jul,BoW,0.5891,0.0063,0.6783,0.008,30,0.663,strong (.6 .8],0.0891,Month
32,Apr,Jul,3,Apr-Jul,SBERT,0.5626,0.0054,0.6316,0.0087,30,0.6637,strong (.6 .8],0.0691,Month
32,Apr,Aug,4,Apr-Aug,BoW,0.6096,0.0076,0.6935,0.0093,30,0.7067,strong (.6 .8],0.0839,Month
32,Apr,Aug,4,Apr-Aug,SBERT,0.5867,0.0069,0.6528,0.009,30,0.7291,strong (.6 .8],0.0661,Month
32,Apr,Sep,5,Apr-Sep,BoW,0.6139,0.0089,0.6961,0.0101,30,0.7593,strong (.6 .8],0.0822,Month
32,Apr,Sep,5,Apr-Sep,SBERT,0.5826,0.0068,0.6487,0.0079,30,0.7527,strong (.6 .8],0.0661,Month
32,May,Jun,1,May-Jun,BoW,0.5861,0.0058,0.6549,0.0064,30,0.5362,moderate (.4 .6],0.0688,Month
32,May,Jun,1,May-Jun,SBERT,0.5637,0.006,0.6226,0.007,30,0.6355,strong (.6 .8],0.0588,Month
32,May,Jul,2,May-Jul,BoW,0.5868,0.0062,0.6706,0.007,30,0.6986,strong (.6 .8],0.0838,Month
32,May,Jul,2,May-Jul,SBERT,0.5675,0.0039,0.6306,0.0056,30,0.4638,moderate (.4 .6],0.0631,Month
32,May,Aug,3,May-Aug,BoW,0.6036,0.0083,0.69,0.0079,30,0.5838,moderate (.4 .6],0.0864,Month
32,May,Aug,3,May-Aug,SBERT,0.5833,0.0079,0.651,0.0092,30,0.853,very strong (.8 1],0.0677,Month
32,May,Sep,4,May-Sep,BoW,0.6138,0.0073,0.6931,0.0081,30,0.6912,strong (.6 .8],0.0793,Month
32,May,Sep,4,May-Sep,SBERT,0.5894,0.0061,0.6531,0.0066,30,0.6293,strong (.6 .8],0.0637,Month
32,Jun,Jul,1,Jun-Jul,BoW,0.5655,0.0032,0.6321,0.0058,30,0.1557,negligible (-1 .2],0.0667,Month
32,Jun,Jul,1,Jun-Jul,SBERT,0.5562,0.0045,0.6081,0.0042,30,0.5182,moderate (.4 .6],0.0519,Month
32,Jun,Aug,2,Jun-Aug,BoW,0.5959,0.0079,0.6764,0.0077,30,0.7665,strong (.6 .8],0.0805,Month
32,Jun,Aug,2,Jun-Aug,SBERT,0.5851,0.0074,0.6468,0.0081,30,0.8209,very strong (.8 1],0.0617,Month
32,Jun,Sep,3,Jun-Sep,BoW,0.6197,0.0065,0.6884,0.0078,30,0.6177,strong (.6 .8],0.0688,Month
32,Jun,Sep,3,Jun-Sep,SBERT,0.5993,0.0069,0.6507,0.0081,30,0.6973,strong (.6 .8],0.0515,Month
32,Jul,Aug,1,Jul-Aug,BoW,0.5834,0.0087,0.6502,0.0077,30,0.7469,strong (.6 .8],0.0668,Month
32,Jul,Aug,1,Jul-Aug,SBERT,0.5648,0.0077,0.6197,0.0082,30,0.8871,very strong (.8 1],0.055,Month
32,Jul,Sep,2,Jul-Sep,BoW,0.6084,0.0072,0.6815,0.0071,30,0.564,moderate (.4 .6],0.0731,Month
32,Jul,Sep,2,Jul-Sep,SBERT,0.5858,0.0058,0.6387,0.0068,30,0.5887,moderate (.4 .6],0.0529,Month
32,Aug,Sep,1,Aug-Sep,BoW,0.5825,0.006,0.659,0.0085,30,0.8123,very strong (.8 1],0.0765,Month
32,Aug,Sep,1,Aug-Sep,SBERT,0.5633,0.0053,0.6138,0.0079,30,0.5452,moderate (.4 .6],0.0506,Month
