k,comp1,comp2,Hop,comp,Features,bacc.protos,se.protos,bacc.svm,se.svm,n,corr,correlation,diff,by
16,May,Jul,2,May-Jul,BoW,0.6116,0.0067,0.6706,0.007,30,0.724,strong (.6 .8],0.059,Month
16,May,Jul,2,May-Jul,SBERT,0.5969,0.0051,0.6306,0.0056,30,0.7536,strong (.6 .8],0.0337,Month
16,May,Aug,3,May-Aug,BoW,0.6338,0.0086,0.69,0.0079,30,0.7835,strong (.6 .8],0.0561,Month
16,May,Aug,3,May-Aug,SBERT,0.6216,0.0091,0.651,0.0092,30,0.9322,very strong (.8 1],0.0294,Month
16,May,Sep,4,May-Sep,BoW,0.6443,0.0084,0.6931,0.0081,30,0.8108,very strong (.8 1],0.0488,Month
16,May,Sep,4,May-Sep,SBERT,0.6234,0.0068,0.6531,0.0066,30,0.7782,strong (.6 .8],0.0297,Month
16,Jun,Jul,1,Jun-Jul,BoW,0.5914,0.004,0.6321,0.0058,30,0.557,moderate (.4 .6],0.0407,Month
16,Jun,Jul,1,Jun-Jul,SBERT,0.5836,0.0045,0.6081,0.0042,30,0.7107,strong (.6 .8],0.0245,Month
16,Jun,Aug,2,Jun-Aug,BoW,0.6284,0.0076,0.6764,0.0077,30,0.759,strong (.6 .8],0.048,Month
16,Jun,Aug,2,Jun-Aug,SBERT,0.6206,0.0074,0.6468,0.0081,30,0.9145,very strong (.8 1],0.0262,Month
16,Jun,Sep,3,Jun-Sep,BoW,0.6469,0.0075,0.6884,0.0078,30,0.7934,strong (.6 .8],0.0415,Month
16,Jun,Sep,3,Jun-Sep,SBERT,0.6269,0.0061,0.6507,0.0081,30,0.7854,strong (.6 .8],0.0239,Month
16,Jul,Aug,1,Jul-Aug,BoW,0.6083,0.0083,0.6502,0.0077,30,0.7846,strong (.6 .8],0.0419,Month
16,Jul,Aug,1,Jul-Aug,SBERT,0.5979,0.0084,0.6197,0.0082,30,0.9257,very strong (.8 1],0.0218,Month
16,Jul,Sep,2,Jul-Sep,BoW,0.6327,0.0082,0.6815,0.0071,30,0.7253,strong (.6 .8],0.0488,Month
16,Jul,Sep,2,Jul-Sep,SBERT,0.6183,0.0074,0.6387,0.0068,30,0.7874,strong (.6 .8],0.0204,Month
16,Aug,Sep,1,Aug-Sep,BoW,0.6078,0.0072,0.659,0.0085,30,0.8197,very strong (.8 1],0.0512,Month
16,Aug,Sep,1,Aug-Sep,SBERT,0.5919,0.0071,0.6138,0.0079,30,0.8129,very strong (.8 1],0.022,Month
32,Jan,Feb,1,Jan-Feb,BoW,0.6157,0.0063,0.6333,0.0068,30,0.8342,very strong (.8 1],0.0176,Month
32,Jan,Feb,1,Jan-Feb,SBERT,0.5907,0.0075,0.6025,0.0071,30,0.9142,very strong (.8 1],0.0117,Month
32,Jan,Mar,2,Jan-Mar,BoW,0.6337,0.0068,0.6634,0.0077,30,0.8181,very strong (.8 1],0.0296,Month
32,Jan,Mar,2,Jan-Mar,SBERT,0.6094,0.0068,0.6222,0.0076,30,0.9208,very strong (.8 1],0.0128,Month
32,Jan,Apr,3,Jan-Apr,BoW,0.6382,0.0094,0.6691,0.0102,30,0.8497,very strong (.8 1],0.0309,Month
32,Jan,Apr,3,Jan-Apr,SBERT,0.6157,0.008,0.634,0.0093,30,0.8727,very strong (.8 1],0.0183,Month
32,Jan,May,4,Jan-May,BoW,0.6433,0.0067,0.6763,0.0077,30,0.8091,very strong (.8 1],0.033,Month
32,Jan,May,4,Jan-May,SBERT,0.6183,0.0065,0.6356,0.0079,30,0.8819,very strong (.8 1],0.0173,Month
32,Jan,Jun,5,Jan-Jun,BoW,0.6529,0.0064,0.6833,0.0072,30,0.7893,strong (.6 .8],0.0304,Month
32,Jan,Jun,5,Jan-Jun,SBERT,0.6355,0.006,0.6487,0.0075,30,0.8697,very strong (.8 1],0.0132,Month
32,Jan,Jul,6,Jan-Jul,BoW,0.6469,0.008,0.6864,0.0082,30,0.8947,very strong (.8 1],0.0395,Month
32,Jan,Jul,6,Jan-Jul,SBERT,0.6299,0.0069,0.6432,0.0074,30,0.9112,very strong (.8 1],0.0133,Month
32,Jan,Aug,7,Jan-Aug,BoW,0.6615,0.0104,0.694,0.0097,30,0.9236,very strong (.8 1],0.0326,Month
32,Jan,Aug,7,Jan-Aug,SBERT,0.6403,0.0088,0.6607,0.0083,30,0.919,very strong (.8 1],0.0204,Month
32,Jan,Sep,8,Jan-Sep,BoW,0.6726,0.0093,0.6998,0.0092,30,0.89,very strong (.8 1],0.0272,Month
32,Jan,Sep,8,Jan-Sep,SBERT,0.6494,0.0098,0.6602,0.01,30,0.929,very strong (.8 1],0.0109,Month
32,Feb,Mar,1,Feb-Mar,BoW,0.6149,0.01,0.6464,0.0107,30,0.9087,very strong (.8 1],0.0316,Month
32,Feb,Mar,1,Feb-Mar,SBERT,0.6008,0.0093,0.616,0.0099,30,0.929,very strong (.8 1],0.0152,Month
32,Feb,Apr,2,Feb-Apr,BoW,0.6467,0.009,0.6792,0.0091,30,0.8684,very strong (.8 1],0.0325,Month
32,Feb,Apr,2,Feb-Apr,SBERT,0.6189,0.0064,0.6328,0.0069,30,0.8326,very strong (.8 1],0.0139,Month
32,Feb,May,3,Feb-May,BoW,0.6394,0.0073,0.6772,0.0075,30,0.8399,very strong (.8 1],0.0378,Month
32,Feb,May,3,Feb-May,SBERT,0.6216,0.0063,0.6407,0.0065,30,0.9057,very strong (.8 1],0.0191,Month
32,Feb,Jun,4,Feb-Jun,BoW,0.6571,0.0069,0.6891,0.0076,30,0.7746,strong (.6 .8],0.0321,Month
32,Feb,Jun,4,Feb-Jun,SBERT,0.631,0.0063,0.6471,0.0068,30,0.8511,very strong (.8 1],0.0161,Month
32,Feb,Jul,5,Feb-Jul,BoW,0.6573,0.0076,0.6937,0.008,30,0.7589,strong (.6 .8],0.0364,Month
32,Feb,Jul,5,Feb-Jul,SBERT,0.6328,0.0063,0.6472,0.0063,30,0.8223,very strong (.8 1],0.0144,Month
32,Feb,Aug,6,Feb-Aug,BoW,0.6618,0.0094,0.7026,0.009,30,0.9272,very strong (.8 1],0.0408,Month
32,Feb,Aug,6,Feb-Aug,SBERT,0.6399,0.0083,0.6583,0.0086,30,0.9331,very strong (.8 1],0.0185,Month
32,Feb,Sep,7,Feb-Sep,BoW,0.6762,0.0082,0.7062,0.0094,30,0.9014,very strong (.8 1],0.03,Month
32,Feb,Sep,7,Feb-Sep,SBERT,0.6487,0.0072,0.6658,0.0081,30,0.9183,very strong (.8 1],0.0171,Month
32,Mar,Apr,1,Mar-Apr,BoW,0.6172,0.0081,0.6459,0.0078,30,0.8448,very strong (.8 1],0.0287,Month
32,Mar,Apr,1,Mar-Apr,SBERT,0.5985,0.0072,0.6117,0.0074,30,0.8388,very strong (.8 1],0.0131,Month
32,Mar,May,2,Mar-May,BoW,0.624,0.0067,0.6621,0.0058,30,0.8427,very strong (.8 1],0.0381,Month
32,Mar,May,2,Mar-May,SBERT,0.6102,0.0061,0.6198,0.0058,30,0.8142,very strong (.8 1],0.0096,Month
32,Mar,Jun,3,Mar-Jun,BoW,0.6526,0.0064,0.6861,0.0059,30,0.8375,very strong (.8 1],0.0335,Month
32,Mar,Jun,3,Mar-Jun,SBERT,0.6294,0.0061,0.642,0.006,30,0.7976,strong (.6 .8],0.0126,Month
32,Mar,Jul,4,Mar-Jul,BoW,0.6458,0.0075,0.6868,0.0056,30,0.78,strong (.6 .8],0.041,Month
32,Mar,Jul,4,Mar-Jul,SBERT,0.6268,0.0065,0.6444,0.0065,30,0.8418,very strong (.8 1],0.0176,Month
32,Mar,Aug,5,Mar-Aug,BoW,0.6586,0.0101,0.6934,0.0103,30,0.9261,very strong (.8 1],0.0347,Month
32,Mar,Aug,5,Mar-Aug,SBERT,0.6365,0.0102,0.6528,0.0109,30,0.952,very strong (.8 1],0.0162,Month
32,Mar,Sep,6,Mar-Sep,BoW,0.6652,0.0094,0.7015,0.0101,30,0.9152,very strong (.8 1],0.0363,Month
32,Mar,Sep,6,Mar-Sep,SBERT,0.6459,0.008,0.6625,0.0078,30,0.946,very strong (.8 1],0.0166,Month
32,Apr,May,1,Apr-May,BoW,0.6056,0.0061,0.6391,0.0067,30,0.8804,very strong (.8 1],0.0335,Month
32,Apr,May,1,Apr-May,SBERT,0.5804,0.0059,0.5977,0.0065,30,0.9135,very strong (.8 1],0.0173,Month
32,Apr,Jun,2,Apr-Jun,BoW,0.6404,0.0072,0.6755,0.0079,30,0.9139,very strong (.8 1],0.0351,Month
32,Apr,Jun,2,Apr-Jun,SBERT,0.6183,0.007,0.634,0.0078,30,0.8464,very strong (.8 1],0.0157,Month
32,Apr,Jul,3,Apr-Jul,BoW,0.635,0.0086,0.6783,0.008,30,0.8614,very strong (.8 1],0.0432,Month
32,Apr,Jul,3,Apr-Jul,SBERT,0.6115,0.0073,0.6316,0.0087,30,0.8841,very strong (.8 1],0.0202,Month
32,Apr,Aug,4,Apr-Aug,BoW,0.662,0.0098,0.6935,0.0093,30,0.8588,very strong (.8 1],0.0315,Month
32,Apr,Aug,4,Apr-Aug,SBERT,0.6363,0.0081,0.6528,0.009,30,0.8937,very strong (.8 1],0.0165,Month
32,Apr,Sep,5,Apr-Sep,BoW,0.6662,0.0095,0.6961,0.0101,30,0.8739,very strong (.8 1],0.0299,Month
32,Apr,Sep,5,Apr-Sep,SBERT,0.6245,0.0084,0.6487,0.0079,30,0.9206,very strong (.8 1],0.0242,Month
32,May,Jun,1,May-Jun,BoW,0.6268,0.0057,0.6549,0.0064,30,0.8166,very strong (.8 1],0.028,Month
32,May,Jun,1,May-Jun,SBERT,0.6054,0.0065,0.6226,0.007,30,0.8795,very strong (.8 1],0.0172,Month
32,May,Jul,2,May-Jul,BoW,0.6328,0.007,0.6706,0.007,30,0.8342,very strong (.8 1],0.0378,Month
32,May,Jul,2,May-Jul,SBERT,0.6139,0.005,0.6306,0.0056,30,0.788,strong (.6 .8],0.0167,Month
32,May,Aug,3,May-Aug,BoW,0.6537,0.0084,0.69,0.0079,30,0.7791,strong (.6 .8],0.0363,Month
32,May,Aug,3,May-Aug,SBERT,0.6385,0.0093,0.651,0.0092,30,0.9394,very strong (.8 1],0.0125,Month
32,May,Sep,4,May-Sep,BoW,0.6604,0.0076,0.6931,0.0081,30,0.8725,very strong (.8 1],0.0327,Month
32,May,Sep,4,May-Sep,SBERT,0.6354,0.0058,0.6531,0.0066,30,0.8803,very strong (.8 1],0.0177,Month
32,Jun,Jul,1,Jun-Jul,BoW,0.6062,0.0046,0.6321,0.0058,30,0.7051,strong (.6 .8],0.026,Month
32,Jun,Jul,1,Jun-Jul,SBERT,0.5942,0.0046,0.6081,0.0042,30,0.7975,strong (.6 .8],0.0139,Month
32,Jun,Aug,2,Jun-Aug,BoW,0.6437,0.0077,0.6764,0.0077,30,0.8248,very strong (.8 1],0.0327,Month
32,Jun,Aug,2,Jun-Aug,SBERT,0.6346,0.0069,0.6468,0.0081,30,0.9366,very strong (.8 1],0.0122,Month
32,Jun,Sep,3,Jun-Sep,BoW,0.661,0.0077,0.6884,0.0078,30,0.8235,very strong (.8 1],0.0274,Month
32,Jun,Sep,3,Jun-Sep,SBERT,0.6419,0.0063,0.6507,0.0081,30,0.8759,very strong (.8 1],0.0088,Month
32,Jul,Aug,1,Jul-Aug,BoW,0.6183,0.0091,0.6502,0.0077,30,0.8421,very strong (.8 1],0.0319,Month
32,Jul,Aug,1,Jul-Aug,SBERT,0.6079,0.0084,0.6197,0.0082,30,0.9296,very strong (.8 1],0.0119,Month
32,Jul,Sep,2,Jul-Sep,BoW,0.6536,0.0085,0.6815,0.0071,30,0.7718,strong (.6 .8],0.0279,Month
32,Jul,Sep,2,Jul-Sep,SBERT,0.6294,0.0074,0.6387,0.0068,30,0.7929,strong (.6 .8],0.0094,Month
32,Aug,Sep,1,Aug-Sep,BoW,0.6202,0.0073,0.659,0.0085,30,0.9015,very strong (.8 1],0.0388,Month
32,Aug,Sep,1,Aug-Sep,SBERT,0.6041,0.007,0.6138,0.0079,30,0.8759,very strong (.8 1],0.0097,Month
