topic,comp,seed,month,num_tr1,num_tr2,num_te1,num_te2,val,test,num_feats,time
GunControl,ER_RC,0,Jan,66,117,23,39,0.6992,0.6494,768,5.56
GunControl,ER_RC,2,Jan,66,117,23,39,0.7459,0.5764,768,5.67
GunControl,ER_RC,6,Jan,66,117,23,39,0.6856,0.8105,768,5.67
GunControl,ER_L,0,Jan,67,111,22,38,0.7466,0.6316,768,5.56
GunControl,ER_RC,4,Jan,66,117,23,39,0.667,0.6851,768,5.73
GunControl,ER_RC,1,Jan,66,117,23,39,0.7213,0.7285,768,5.78
GunControl,ER_RC,5,Jan,66,117,23,39,0.7621,0.7068,768,5.93
GunControl,ER_RC,9,Jan,66,117,23,39,0.7263,0.68,768,5.95
GunControl,ER_RC,3,Jan,66,117,23,39,0.6871,0.7848,768,6.01
GunControl,ER_RC,8,Jan,66,117,23,39,0.7392,0.7503,768,6.11
GunControl,ER_RC,7,Jan,66,117,23,39,0.679,0.68,768,6.20
GunControl,ER_LC,1,Jan,67,355,22,119,0.781,0.8537,768,8.97
GunControl,ER_LC,5,Jan,67,355,22,119,0.745,0.7611,768,9.25
GunControl,ER_R,8,Jan,67,307,22,103,0.5856,0.5977,768,9.42
GunControl,ER_R,2,Jan,67,307,22,103,0.647,0.6772,768,9.61
GunControl,ER_LC,2,Jan,67,355,22,119,0.7878,0.6845,768,9.61
GunControl,ER_R,9,Jan,67,307,22,103,0.6788,0.6562,768,9.75
GunControl,ER_R,4,Jan,67,307,22,103,0.614,0.6383,768,9.92
GunControl,ER_LC,0,Jan,67,355,22,119,0.745,0.7282,768,9.85
GunControl,ER_R,1,Jan,67,307,22,103,0.627,0.6302,768,9.96
GunControl,ER_L,9,Jan,67,111,22,38,0.7504,0.677,768,3.98
GunControl,ER_L,2,Jan,67,111,22,38,0.7449,0.6938,768,4.33
GunControl,ER_R,7,Jan,67,307,22,103,0.5979,0.6269,768,10.11
GunControl,ER_LC,9,Jan,67,355,22,119,0.7903,0.7964,768,9.99
GunControl,ER_R,5,Jan,67,307,22,103,0.6454,0.6172,768,10.22
GunControl,ER_LC,4,Jan,67,355,22,119,0.741,0.8537,768,10.33
GunControl,ER_LC,8,Jan,67,355,22,119,0.7733,0.8023,768,10.35
GunControl,ER_LC,6,Jan,67,355,22,119,0.757,0.8369,768,10.40
GunControl,ER_L,6,Jan,67,111,22,38,0.6936,0.7644,768,4.80
GunControl,ER_LC,3,Jan,67,355,22,119,0.7657,0.8107,768,10.52
GunControl,ER_LC,7,Jan,67,355,22,119,0.772,0.8149,768,10.62
GunControl,ER_L,1,Jan,67,111,22,38,0.6758,0.7871,768,5.22
GunControl,ER_R,6,Jan,67,307,22,103,0.6522,0.5962,768,10.92
GunControl,ER_L,7,Jan,67,111,22,38,0.7443,0.8074,768,4.91
GunControl,ER_L,4,Jan,67,111,22,38,0.6969,0.7285,768,5.18
GunControl,ER_R,0,Jan,67,307,22,103,0.606,0.5702,768,11.07
GunControl,ER_L,3,Jan,67,111,22,38,0.7572,0.5921,768,5.60
GunControl,ER_R,3,Jan,67,307,22,103,0.6354,0.7098,768,11.41
GunControl,ER_L,5,Jan,67,111,22,38,0.6805,0.7165,768,5.89
GunControl,ER_L,8,Jan,67,111,22,38,0.7371,0.6902,768,5.84
GunControl,C_ER,1,Jan,175,67,59,22,0.8208,0.8047,768,6.41
GunControl,C_ER,0,Jan,175,67,59,22,0.772,0.7504,768,6.65
GunControl,C_ER,6,Jan,175,67,59,22,0.8122,0.7365,768,6.44
GunControl,C_ER,2,Jan,175,67,59,22,0.7646,0.7874,768,6.84
GunControl,C_ER,3,Jan,175,67,59,22,0.7857,0.7646,768,6.81
GunControl,C_ER,5,Jan,175,67,59,22,0.7886,0.7446,768,6.77
GunControl,C_ER,9,Jan,175,67,59,22,0.8037,0.6425,768,6.58
GunControl,C_ER,4,Jan,175,67,59,22,0.7518,0.8301,768,7.02
GunControl,C_ER,8,Jan,175,67,59,22,0.778,0.7762,768,6.72
GunControl,C_ER,7,Jan,175,67,59,22,0.7895,0.7874,768,7.02
GunControl,R_RC,1,Jan,307,117,103,39,0.6721,0.6739,768,14.18
GunControl,R_RC,0,Jan,307,117,103,39,0.6308,0.7685,768,14.54
GunControl,R_RC,5,Jan,307,117,103,39,0.661,0.7473,768,13.41
GunControl,R_RC,8,Jan,307,117,103,39,0.6742,0.757,768,13.40
GunControl,R_RC,3,Jan,307,117,103,39,0.6686,0.6492,768,14.16
GunControl,R_RC,4,Jan,307,117,103,39,0.7052,0.5952,768,14.23
GunControl,R_RC,2,Jan,307,117,103,39,0.7167,0.6545,768,14.70
GunControl,R_RC,9,Jan,307,117,103,39,0.6675,0.6514,768,14.30
GunControl,R_RC,6,Jan,307,117,103,39,0.7097,0.6372,768,14.56
GunControl,C_RC,0,Jan,175,117,59,39,0.5961,0.5832,768,12.66
GunControl,R_RC,7,Jan,307,117,103,39,0.6384,0.7023,768,15.34
