topic,comp,seed,month,num_tr1,num_tr2,num_te1,num_te2,val,test,num_feats,time
ClimateChange,ER_LC,0,Jan,93,1507,31,503,0.7586,0.6714,1024,11.71
ClimateChange,ER_LC,2,Jan,93,1507,31,503,0.7675,0.7361,1024,12.49
ClimateChange,ER_LC,1,Jan,93,1507,31,503,0.7533,0.7584,1024,13.74
ClimateChange,ER_RC,0,Jan,93,385,31,129,0.7864,0.6857,1024,14.59
ClimateChange,ER_R,5,Jan,93,269,31,90,0.5529,0.5636,1024,14.89
ClimateChange,ER_RC,4,Jan,93,385,31,129,0.7765,0.6902,1024,15.80
ClimateChange,ER_RC,6,Jan,93,385,31,129,0.723,0.7889,1024,16.86
ClimateChange,ER_RC,7,Jan,93,385,31,129,0.7463,0.8141,1024,16.97
ClimateChange,ER_RC,3,Jan,93,385,31,129,0.7493,0.7986,1024,17.11
ClimateChange,ER_RC,5,Jan,93,385,31,129,0.7621,0.7341,1024,17.11
ClimateChange,ER_RC,1,Jan,93,385,31,129,0.7241,0.8496,1024,17.46
ClimateChange,ER_RC,9,Jan,93,385,31,129,0.6978,0.8251,1024,17.37
ClimateChange,ER_RC,8,Jan,93,385,31,129,0.7157,0.8192,1024,17.42
ClimateChange,ER_RC,2,Jan,93,385,31,129,0.7698,0.7302,1024,17.75
ClimateChange,ER_R,6,Jan,93,269,31,90,0.5499,0.5814,1024,21.01
ClimateChange,ER_R,8,Jan,93,269,31,90,0.5694,0.5385,1024,21.20
ClimateChange,ER_R,1,Jan,93,269,31,90,0.5772,0.4835,1024,22.14
ClimateChange,ER_R,9,Jan,93,269,31,90,0.5728,0.4925,1024,22.48
ClimateChange,ER_R,4,Jan,93,269,31,90,0.549,0.5758,1024,22.59
ClimateChange,ER_R,7,Jan,93,269,31,90,0.5459,0.4962,1024,24.68
ClimateChange,ER_R,2,Jan,93,269,31,90,0.5865,0.4946,1024,25.62
ClimateChange,ER_R,3,Jan,93,269,31,90,0.5754,0.5724,1024,26.49
ClimateChange,ER_LC,7,Jan,93,1507,31,503,0.7536,0.7453,1024,13.01
ClimateChange,ER_LC,6,Jan,93,1507,31,503,0.7529,0.7835,1024,13.31
ClimateChange,ER_R,0,Jan,93,269,31,90,0.5962,0.4912,1024,28.27
ClimateChange,ER_LC,5,Jan,93,1507,31,503,0.7534,0.7028,1024,14.48
ClimateChange,ER_LC,4,Jan,93,1507,31,503,0.7501,0.7076,1024,16.47
ClimateChange,ER_LC,3,Jan,93,1507,31,503,0.7317,0.7775,1024,18.09
ClimateChange,ER_LC,8,Jan,93,1507,31,503,0.7378,0.7815,1024,15.10
ClimateChange,ER_LC,9,Jan,93,1507,31,503,0.7299,0.7592,1024,15.10
ClimateChange,ER_L,2,Jan,93,467,31,156,0.699,0.5911,1024,25.58
ClimateChange,ER_L,8,Jan,93,467,31,156,0.6558,0.6811,1024,23.46
ClimateChange,ER_L,9,Jan,93,467,31,156,0.6929,0.6009,1024,22.70
ClimateChange,ER_L,0,Jan,93,467,31,156,0.6522,0.6135,1024,28.37
ClimateChange,ER_L,5,Jan,93,467,31,156,0.7014,0.6042,1024,27.96
ClimateChange,ER_L,3,Jan,93,467,31,156,0.6787,0.736,1024,28.57
ClimateChange,ER_L,1,Jan,93,467,31,156,0.6436,0.7007,1024,29.20
ClimateChange,ER_L,7,Jan,93,467,31,156,0.6822,0.675,1024,26.07
ClimateChange,ER_L,6,Jan,93,467,31,156,0.6607,0.6236,1024,29.32
ClimateChange,ER_L,4,Jan,93,467,31,156,0.6561,0.6654,1024,30.62
ClimateChange,C_ER,0,Jan,523,93,175,31,0.7738,0.7824,1024,21.38
ClimateChange,R_RC,0,Jan,269,385,90,129,0.6932,0.6605,1024,32.10
ClimateChange,C_ER,1,Jan,523,93,175,31,0.7632,0.7804,1024,24.12
ClimateChange,C_ER,2,Jan,523,93,175,31,0.7905,0.7283,1024,23.29
ClimateChange,R_RC,2,Jan,269,385,90,129,0.6896,0.6815,1024,33.01
ClimateChange,R_RC,4,Jan,269,385,90,129,0.685,0.676,1024,32.14
ClimateChange,R_RC,1,Jan,269,385,90,129,0.6799,0.6539,1024,39.13
ClimateChange,R_RC,6,Jan,269,385,90,129,0.6785,0.6749,1024,35.25
ClimateChange,C_ER,5,Jan,523,93,175,31,0.751,0.7842,1024,19.47
ClimateChange,C_ER,3,Jan,523,93,175,31,0.752,0.79,1024,21.61
ClimateChange,R_RC,8,Jan,269,385,90,129,0.6911,0.6922,1024,36.21
ClimateChange,R_RC,9,Jan,269,385,90,129,0.6732,0.6832,1024,35.79
ClimateChange,C_ER,4,Jan,523,93,175,31,0.7486,0.8147,1024,22.35
ClimateChange,C_ER,8,Jan,523,93,175,31,0.7728,0.7616,1024,20.98
ClimateChange,C_ER,6,Jan,523,93,175,31,0.7604,0.7122,1024,21.87
ClimateChange,C_ER,7,Jan,523,93,175,31,0.7545,0.7785,1024,22.16
ClimateChange,C_ER,9,Jan,523,93,175,31,0.7661,0.8061,1024,22.28
ClimateChange,R_RC,3,Jan,269,385,90,129,0.6904,0.6478,1024,43.20
ClimateChange,R_RC,7,Jan,269,385,90,129,0.6857,0.6633,1024,41.83
ClimateChange,R_RC,5,Jan,269,385,90,129,0.6887,0.63,1024,43.42
ClimateChange,C_R,1,Jan,523,269,175,90,0.7275,0.7048,1024,43.95
ClimateChange,C_R,8,Jan,523,269,175,90,0.7069,0.7163,1024,34.88
ClimateChange,C_R,0,Jan,523,269,175,90,0.7368,0.7079,1024,47.83
ClimateChange,C_R,2,Jan,523,269,175,90,0.6923,0.7049,1024,47.15
ClimateChange,C_R,4,Jan,523,269,175,90,0.6997,0.6806,1024,43.25
ClimateChange,C_R,5,Jan,523,269,175,90,0.7236,0.6765,1024,44.12
ClimateChange,C_R,7,Jan,523,269,175,90,0.7085,0.7522,1024,44.80
ClimateChange,C_R,3,Jan,523,269,175,90,0.7392,0.6851,1024,52.30
ClimateChange,C_LC,0,Jan,523,1508,175,502,0.5907,0.559,1024,36.72
ClimateChange,C_R,6,Jan,523,269,175,90,0.7282,0.727,1024,50.90
ClimateChange,C_R,9,Jan,523,269,175,90,0.7159,0.6913,1024,46.38
ClimateChange,C_LC,2,Jan,523,1508,175,502,0.5908,0.5759,1024,40.45
ClimateChange,C_LC,1,Jan,524,1507,174,503,0.5776,0.5723,1024,46.74
ClimateChange,C_LC,4,Jan,523,1508,175,502,0.5863,0.5771,1024,34.79
ClimateChange,C_LC,3,Jan,523,1508,175,502,0.5811,0.5606,1024,40.63
ClimateChange,C_LC,5,Jan,524,1507,174,503,0.5802,0.5779,1024,37.29
ClimateChange,C_LC,7,Jan,524,1507,174,503,0.5726,0.5575,1024,39.99
ClimateChange,C_LC,6,Jan,523,1508,175,502,0.5971,0.5761,1024,45.57
ClimateChange,C_RC,3,Jan,523,386,175,128,0.5787,0.5952,1024,78.18
ClimateChange,C_LC,9,Jan,523,1508,175,502,0.6025,0.5725,1024,41.77
ClimateChange,C_RC,0,Jan,523,386,175,128,0.5975,0.575,1024,81.43
ClimateChange,C_LC,8,Jan,524,1507,174,503,0.5718,0.5891,1024,46.01
ClimateChange,C_RC,1,Jan,524,385,174,129,0.6074,0.5423,1024,83.07
ClimateChange,C_RC,5,Jan,524,385,174,129,0.6038,0.5709,1024,81.36
ClimateChange,C_RC,2,Jan,523,386,175,128,0.5762,0.608,1024,89.65
ClimateChange,C_L,1,Jan,523,467,175,156,0.6788,0.6958,1024,48.78
ClimateChange,C_RC,6,Jan,523,386,175,128,0.5835,0.5763,1024,88.85
ClimateChange,C_RC,9,Jan,523,386,175,128,0.5887,0.5703,1024,88.64
ClimateChange,C_RC,7,Jan,524,385,174,129,0.5974,0.5555,1024,90.29
ClimateChange,C_L,3,Jan,523,467,175,156,0.6708,0.6879,1024,50.15
ClimateChange,C_L,5,Jan,523,467,175,156,0.6802,0.6701,1024,47.32
ClimateChange,C_RC,8,Jan,524,385,174,129,0.5889,0.5845,1024,97.42
ClimateChange,LC_R,0,Jan,1507,269,503,90,0.7001,0.6621,1024,26.80
ClimateChange,C_L,2,Jan,523,467,175,156,0.671,0.6941,1024,64.11
ClimateChange,LC_R,1,Jan,1507,269,503,90,0.6778,0.7226,1024,28.13
ClimateChange,LC_R,2,Jan,1507,269,503,90,0.6951,0.7033,1024,27.48
