topic,comp,seed,month,num_tr1,num_tr2,num_te1,num_te2,val,test,num_feats,time
AsylumSeekers,ER_RC,1,Jan,108,257,36,86,0.7959,0.7726,1024,12.31
AsylumSeekers,ER_RC,4,Jan,108,257,36,86,0.7938,0.8075,1024,13.35
AsylumSeekers,ER_RC,8,Jan,108,257,36,86,0.815,0.7681,1024,13.35
AsylumSeekers,ER_RC,3,Jan,108,257,36,86,0.7866,0.7645,1024,13.55
AsylumSeekers,ER_RC,7,Jan,108,257,36,86,0.7868,0.812,1024,13.72
AsylumSeekers,ER_RC,0,Jan,108,257,36,86,0.7917,0.7681,1024,14.49
AsylumSeekers,ER_RC,6,Jan,108,257,36,86,0.7756,0.7842,1024,15.08
AsylumSeekers,ER_RC,5,Jan,108,257,36,86,0.7917,0.8075,1024,15.22
AsylumSeekers,ER_R,7,Jan,108,239,36,80,0.612,0.5653,1024,16.61
AsylumSeekers,ER_RC,9,Jan,108,257,36,86,0.7867,0.7762,1024,17.43
AsylumSeekers,ER_R,3,Jan,108,239,36,80,0.6709,0.5979,1024,17.58
AsylumSeekers,ER_R,0,Jan,108,239,36,80,0.65,0.6042,1024,17.80
AsylumSeekers,ER_RC,2,Jan,108,257,36,86,0.7852,0.7842,1024,17.82
AsylumSeekers,ER_R,9,Jan,108,239,36,80,0.6337,0.6382,1024,18.13
AsylumSeekers,ER_R,6,Jan,108,239,36,80,0.658,0.5979,1024,18.83
AsylumSeekers,ER_R,4,Jan,108,239,36,80,0.6459,0.5813,1024,19.24
AsylumSeekers,ER_R,8,Jan,108,239,36,80,0.6416,0.559,1024,19.22
AsylumSeekers,ER_R,1,Jan,108,239,36,80,0.6128,0.6403,1024,20.19
AsylumSeekers,ER_R,5,Jan,108,239,36,80,0.6347,0.6326,1024,21.21
AsylumSeekers,ER_R,2,Jan,108,239,36,80,0.5911,0.6569,1024,24.20
AsylumSeekers,ER_L,0,Jan,108,185,36,62,0.7311,0.6868,1024,12.45
AsylumSeekers,ER_L,1,Jan,108,185,36,62,0.7383,0.7007,1024,12.47
AsylumSeekers,ER_L,4,Jan,108,185,36,62,0.7412,0.7352,1024,14.30
AsylumSeekers,ER_L,6,Jan,108,185,36,62,0.7377,0.711,1024,13.99
AsylumSeekers,ER_L,2,Jan,108,185,36,62,0.7306,0.6904,1024,14.89
AsylumSeekers,ER_L,7,Jan,108,185,36,62,0.6971,0.7885,1024,14.08
AsylumSeekers,ER_L,5,Jan,108,185,36,62,0.7137,0.6788,1024,15.08
AsylumSeekers,ER_LC,0,Jan,108,849,36,283,0.7277,0.7205,1024,34.35
AsylumSeekers,ER_L,8,Jan,108,185,36,62,0.7188,0.7007,1024,15.30
AsylumSeekers,ER_L,3,Jan,108,185,36,62,0.7475,0.6501,1024,17.23
AsylumSeekers,ER_LC,1,Jan,108,849,36,283,0.763,0.6998,1024,35.49
AsylumSeekers,ER_LC,2,Jan,108,849,36,283,0.7186,0.7571,1024,36.99
AsylumSeekers,ER_L,9,Jan,108,185,36,62,0.7491,0.6591,1024,18.50
AsylumSeekers,ER_LC,9,Jan,108,849,36,283,0.7493,0.6859,1024,32.90
AsylumSeekers,ER_LC,6,Jan,108,849,36,283,0.733,0.7657,1024,34.80
AsylumSeekers,ER_LC,4,Jan,108,849,36,283,0.7508,0.7326,1024,35.63
AsylumSeekers,ER_LC,3,Jan,108,849,36,283,0.7666,0.7533,1024,37.54
AsylumSeekers,R_RC,1,Jan,239,257,80,86,0.6534,0.6515,1024,29.15
AsylumSeekers,ER_LC,7,Jan,108,849,36,283,0.7521,0.7571,1024,36.76
AsylumSeekers,C_ER,2,Jan,349,108,117,36,0.7403,0.8205,1024,17.06
AsylumSeekers,C_ER,1,Jan,349,108,117,36,0.7651,0.7575,1024,17.35
AsylumSeekers,ER_LC,8,Jan,108,849,36,283,0.7438,0.7379,1024,37.66
AsylumSeekers,C_ER,0,Jan,349,108,117,36,0.7468,0.7821,1024,18.37
AsylumSeekers,R_RC,2,Jan,239,257,80,86,0.6308,0.6814,1024,29.95
AsylumSeekers,C_ER,4,Jan,349,108,117,36,0.7592,0.7254,1024,17.44
AsylumSeekers,ER_LC,5,Jan,108,849,36,283,0.7436,0.7465,1024,41.29
