topic,comp,seed,month,num_tr1,num_tr2,num_te1,num_te2,val,test,num_feats,time
IllegalImmi,ER_RC,1,Jan,375,327,126,109,0.7486,0.7219,300,2.72
IllegalImmi,ER_RC,5,Jan,375,327,126,109,0.7481,0.7424,300,2.72
IllegalImmi,ER_RC,7,Jan,375,327,126,109,0.7365,0.754,300,2.76
IllegalImmi,ER_RC,8,Jan,375,327,126,109,0.7354,0.7763,300,2.77
IllegalImmi,ER_RC,3,Jan,375,327,126,109,0.759,0.7464,300,2.81
IllegalImmi,ER_RC,6,Jan,375,327,126,109,0.7491,0.7559,300,2.82
IllegalImmi,ER_RC,9,Jan,375,327,126,109,0.741,0.7421,300,2.89
IllegalImmi,ER_RC,2,Jan,375,327,126,109,0.728,0.7794,300,2.96
IllegalImmi,ER_RC,4,Jan,375,327,126,109,0.725,0.7623,300,2.94
IllegalImmi,ER_RC,0,Jan,375,327,126,109,0.7443,0.7345,300,3.25
IllegalImmi,ER_L,1,Jan,376,259,125,87,0.7707,0.7673,300,2.23
IllegalImmi,ER_L,0,Jan,376,259,125,87,0.7522,0.82,300,2.26
IllegalImmi,ER_L,2,Jan,376,259,125,87,0.7675,0.7598,300,2.28
IllegalImmi,ER_LC,2,Jan,376,1134,125,379,0.7782,0.7957,300,6.32
IllegalImmi,ER_L,3,Jan,376,259,125,87,0.7801,0.7501,300,2.12
IllegalImmi,ER_L,4,Jan,376,259,125,87,0.7822,0.7541,300,2.17
IllegalImmi,ER_LC,1,Jan,376,1134,125,379,0.7677,0.7518,300,7.55
IllegalImmi,ER_LC,0,Jan,376,1134,125,379,0.7676,0.8089,300,7.70
IllegalImmi,ER_L,5,Jan,376,259,125,87,0.7701,0.7661,300,2.28
IllegalImmi,ER_R,7,Jan,376,652,125,218,0.5995,0.5862,300,7.86
IllegalImmi,ER_R,3,Jan,376,652,125,218,0.6084,0.5474,300,7.90
IllegalImmi,ER_R,6,Jan,376,652,125,218,0.583,0.5942,300,7.90
IllegalImmi,ER_R,1,Jan,376,652,125,218,0.6005,0.5983,300,7.97
IllegalImmi,ER_R,0,Jan,376,652,125,218,0.5946,0.6125,300,7.99
IllegalImmi,ER_R,8,Jan,376,652,125,218,0.5832,0.6149,300,8.03
IllegalImmi,ER_R,2,Jan,376,652,125,218,0.596,0.5982,300,8.24
IllegalImmi,ER_R,9,Jan,376,652,125,218,0.5821,0.6028,300,8.24
IllegalImmi,ER_L,6,Jan,376,259,125,87,0.7751,0.7833,300,2.17
IllegalImmi,ER_LC,7,Jan,376,1134,125,379,0.7726,0.7784,300,6.20
IllegalImmi,ER_LC,6,Jan,376,1134,125,379,0.773,0.7743,300,6.43
IllegalImmi,ER_LC,5,Jan,376,1134,125,379,0.7803,0.7862,300,6.52
IllegalImmi,ER_L,8,Jan,376,259,125,87,0.7563,0.7966,300,2.04
