topic,comp,seed,month,num_tr1,num_tr2,num_te1,num_te2,val,test,num_feats,time
AsylumSeekers,ER_R,2,Jan,108,239,36,80,0.6308,0.5667,1973,0.90
AsylumSeekers,ER_R,1,Jan,108,239,36,80,0.6455,0.5694,1973,1.09
AsylumSeekers,ER_R,0,Jan,108,239,36,80,0.6441,0.5833,1973,1.16
AsylumSeekers,ER_R,5,Jan,108,239,36,80,0.6417,0.6069,1971,1.02
AsylumSeekers,ER_R,3,Jan,108,239,36,80,0.6692,0.6618,1972,1.08
AsylumSeekers,ER_R,6,Jan,108,239,36,80,0.6451,0.6542,1973,1.02
AsylumSeekers,ER_RC,0,Jan,108,257,36,86,0.7758,0.7578,1973,0.93
AsylumSeekers,ER_R,4,Jan,108,239,36,80,0.636,0.659,1969,1.12
AsylumSeekers,ER_R,9,Jan,108,239,36,80,0.6233,0.5417,1971,1.00
AsylumSeekers,ER_R,7,Jan,108,239,36,80,0.6296,0.6097,1970,1.06
AsylumSeekers,ER_R,8,Jan,108,239,36,80,0.6448,0.5681,1979,1.13
AsylumSeekers,ER_RC,1,Jan,108,257,36,86,0.8028,0.738,1979,0.81
AsylumSeekers,ER_RC,5,Jan,108,257,36,86,0.758,0.7532,1974,0.71
AsylumSeekers,ER_RC,6,Jan,108,257,36,86,0.782,0.6757,1981,0.72
AsylumSeekers,ER_RC,2,Jan,108,257,36,86,0.7844,0.7448,1973,0.86
AsylumSeekers,ER_RC,9,Jan,108,257,36,86,0.7803,0.7762,1988,0.77
AsylumSeekers,ER_RC,3,Jan,108,257,36,86,0.7695,0.8307,1985,0.95
AsylumSeekers,ER_RC,4,Jan,108,257,36,86,0.7511,0.7833,1975,0.95
AsylumSeekers,ER_RC,7,Jan,108,257,36,86,0.7721,0.8411,1980,0.93
AsylumSeekers,ER_RC,8,Jan,108,257,36,86,0.7667,0.7613,1980,0.92
AsylumSeekers,ER_L,0,Jan,108,185,36,62,0.6712,0.6958,1951,0.48
AsylumSeekers,ER_LC,0,Jan,108,849,36,283,0.7228,0.718,1997,1.93
AsylumSeekers,ER_L,1,Jan,108,185,36,62,0.7306,0.6299,1958,0.50
AsylumSeekers,ER_LC,1,Jan,108,849,36,283,0.7648,0.6467,1997,1.96
AsylumSeekers,ER_LC,2,Jan,108,849,36,283,0.7161,0.7528,1998,1.97
AsylumSeekers,ER_L,2,Jan,108,185,36,62,0.702,0.7177,1963,0.48
AsylumSeekers,ER_L,3,Jan,108,185,36,62,0.7188,0.7227,1970,0.49
AsylumSeekers,ER_L,4,Jan,108,185,36,62,0.7089,0.6474,1960,0.48
AsylumSeekers,ER_LC,3,Jan,108,849,36,283,0.7172,0.7579,1999,1.97
AsylumSeekers,ER_LC,4,Jan,108,849,36,283,0.6885,0.7197,1997,1.92
AsylumSeekers,ER_LC,5,Jan,108,849,36,283,0.7078,0.7475,2000,2.01
AsylumSeekers,ER_LC,6,Jan,108,849,36,283,0.742,0.6902,1999,2.01
AsylumSeekers,ER_LC,7,Jan,108,849,36,283,0.6777,0.7912,1998,2.02
AsylumSeekers,ER_L,5,Jan,108,185,36,62,0.7253,0.6694,1957,0.47
AsylumSeekers,ER_LC,8,Jan,108,849,36,283,0.7045,0.699,1999,1.96
AsylumSeekers,ER_L,6,Jan,108,185,36,62,0.695,0.69,1953,0.55
AsylumSeekers,ER_LC,9,Jan,108,849,36,283,0.7184,0.7437,2000,2.01
AsylumSeekers,ER_L,7,Jan,108,185,36,62,0.6991,0.7366,1966,0.51
AsylumSeekers,ER_L,8,Jan,108,185,36,62,0.7317,0.6452,1963,0.50
AsylumSeekers,ER_L,9,Jan,108,185,36,62,0.7225,0.7433,1967,0.53
AsylumSeekers,R_RC,0,Jan,239,257,80,86,0.6202,0.6596,1991,1.44
AsylumSeekers,R_RC,1,Jan,239,257,80,86,0.6549,0.639,1988,1.45
AsylumSeekers,C_ER,0,Jan,349,108,117,36,0.7382,0.7543,1989,1.14
AsylumSeekers,R_RC,5,Jan,239,257,80,86,0.6408,0.6667,1990,1.33
AsylumSeekers,R_RC,2,Jan,239,257,80,86,0.6419,0.6581,1986,1.45
AsylumSeekers,R_RC,3,Jan,239,257,80,86,0.648,0.6314,1989,1.42
AsylumSeekers,R_RC,4,Jan,239,257,80,86,0.6726,0.6193,1992,1.44
AsylumSeekers,R_RC,6,Jan,239,257,80,86,0.6621,0.6484,1988,1.39
AsylumSeekers,R_RC,8,Jan,239,257,80,86,0.6286,0.6144,1988,1.40
AsylumSeekers,R_RC,9,Jan,239,257,80,86,0.6504,0.6435,1992,1.44
AsylumSeekers,R_RC,7,Jan,239,257,80,86,0.6504,0.6368,1988,1.53
AsylumSeekers,C_ER,1,Jan,349,108,117,36,0.7383,0.735,1981,1.13
AsylumSeekers,C_ER,2,Jan,349,108,117,36,0.7369,0.7212,1980,1.11
AsylumSeekers,C_ER,4,Jan,349,108,117,36,0.7478,0.765,1983,1.15
AsylumSeekers,C_ER,5,Jan,349,108,117,36,0.7337,0.7511,1991,1.14
AsylumSeekers,C_ER,3,Jan,349,108,117,36,0.7101,0.8141,1988,1.21
AsylumSeekers,C_ER,8,Jan,349,108,117,36,0.7294,0.7639,1988,1.14
AsylumSeekers,C_ER,6,Jan,349,108,117,36,0.7403,0.7468,1980,1.19
AsylumSeekers,C_ER,7,Jan,349,108,117,36,0.7499,0.8013,1978,1.20
AsylumSeekers,C_ER,9,Jan,349,108,117,36,0.7388,0.734,1976,1.13
AsylumSeekers,C_R,0,Jan,349,239,117,80,0.6692,0.6547,1989,1.61
AsylumSeekers,C_R,1,Jan,349,239,117,80,0.6581,0.7257,1987,1.70
AsylumSeekers,C_R,2,Jan,349,239,117,80,0.6824,0.6524,1992,1.56
AsylumSeekers,C_R,3,Jan,349,239,117,80,0.674,0.7093,1994,1.67
AsylumSeekers,C_R,7,Jan,349,239,117,80,0.6636,0.7073,1992,1.53
AsylumSeekers,C_R,8,Jan,349,239,117,80,0.6825,0.6643,1997,1.61
AsylumSeekers,C_R,5,Jan,349,239,117,80,0.6546,0.6968,1993,1.66
